	Sobic	Seita	Ortho	Orysa	Bradi	Pavag	Zmays
SynPair29829	0.131463	0.106867	0.274959	0.494845	0.215468	0.120639	0.617207
SynPair16104	0.037086	0.068173	0.272865	0.16753	0.235663	0.070245	0.06098
SynPair55729	0.202224	0.360326	0.713294	1.038529	0.636732	0.314929	0.544156
SynPair14031	0.058501	0.097877	0.245372	0.224464	0.23528	0.090826	0.081668
SynPair11001	0.332175	0.408789	0.83339	0.321787	0.828865	0.353401	0.345508
SynPair4192	0.20271	0.436819	0.753155	0.802814	0.855903	0.422832	0.210198
SynPair17196	0.052283	0.101259	0.242674	0.200951	0.187468	0.120703	0.080153
SynPair51543	0.068881	0.097581	0.258097	0.276482	0.280171	0.107795	0.095335
SynPair268	0.056364	0.111396	0.223725	0.151505	0.276891	0.144904	0.095547
SynPair48396	0.06178	0.144414	0.296573	0.282174	0.25579	0.137212	0.068444
SynPair13050	0.036103	0.125769	0.247818	0.276517	0.162065	0.145164	0.086518
SynPair2161	0.043661	0.189409	0.22135	0.130802	0.337297	0.153943	0.067868
SynPair51427	0.11751	0.124415	0.323851	0.298723	0.690316	0.157158	0.132003
SynPair33327	0.046154	0.128438	0.227605	0.253348	0.208388	0.189121	0.069739
SynPair66023	0.05875	0.098863	0.315991	0.352218	0.387602	0.182775	0.178983
SynPair64072	0.0558	0.081244	0.179011	0.230429	0.398841	0.106427	0.124492
SynPair24530	0.058988	0.205445	0.289627	0.30705	0.230278	0.116882	0.284511
SynPair46354	0.012737	0.12863	0.446123	0.256514	0.239008	0.124224	0.096474
SynPair62081	0.098593	0.258008	0.368671	0.472411	1.128513	0.073423	0.038283
SynPair8101	0.098305	0.216865	0.580819	0.329357	0.472259	0.16287	0.081427
SynPair23435	0.20285	0.102292	0.363112	0.280489	1.663708	0.252232	0.545604
SynPair21818	0.071566	0.247351	0.332889	0.243613	0.278003	0.248859	0.31735
SynPair23849	0.04128	0.135045	0.313819	0.231035	0.324214	0.133201	0.144402
SynPair41251	0.056313	0.113479	0.265544	0.278466	0.193154	0.184892	0.087013
SynPair23551	0.319544	0.132096	0.461394	0.399451	0.666138	0.331757	0.07003
SynPair60218	0.119717	0.14251	0.469981	0.255041	0.847189	0.171228	0.266233
SynPair3214	0.11024	0.198728	0.180467	0.274204	0.222031	0.138668	0.073263
SynPair50752	0.045823	0.173116	0.263704	0.326026	0.305585	0.153789	0.094762
SynPair6188	0.219533	0.372762	0.790794	0.620527	0.712503	0.320667	0.220472
SynPair30003	0.075629	0.196514	0.417162	0.511504	1.553054	0.176901	0.161058
SynPair36194	0.055946	0.141935	0.329387	0.230229	0.192632	0.13908	0.081623
SynPair31259	0.07572	0.181888	0.394122	0.294402	0.363846	0.232931	0.197618
SynPair10374	0.020154	0.124751	0.140492	0.227737	0.144037	0.148856	0.155878
SynPair51810	0.211671	0.273325	0.389432	0.539456	0.59195	0.317322	0.337871
SynPair12325	0.107559	0.320466	0.466254	0.316252	0.892326	0.775949	0.19163
SynPair1321	0.008548	0.112196	0.213937	0.227097	0.259192	0.043702	0.028346
SynPair57987	0.083636	0.074466	0.242993	0.253188	0.199783	0.132931	0.216279
SynPair12089	0.136667	0.186867	0.44337	0.525169	0.612069	0.164294	0.194056
SynPair15344	0.461465	0.870032	1.152941	0.523742	0.842382	0.39644	0.5396
SynPair56871	0.229385	0.274984	0.627069	0.471283	0.50777	0.307059	0.242528
SynPair29862	0.049117	0.153294	0.330943	0.284785	0.61713	0.201781	0.120532
SynPair55606	0.09926	0.214543	1.018593	0.586674	0.453657	0.206212	0.17995
SynPair4311	0.05482	0.096797	0.19496	0.221696	0.159428	0.11372	0.041386
SynPair35157	0.083971	0.159386	0.255295	0.270656	0.249614	0.145514	0.073025
SynPair17315	0.054479	0.204472	0.499499	0.323185	0.428499	0.117577	0.456734
SynPair2286	0.02567	0.076194	0.278291	0.215782	0.198852	0.116773	0.151663
SynPair36238	0.092694	0.141296	0.462485	0.584845	0.746187	0.210539	0.16127
SynPair28720	0.059999	0.118834	0.226489	0.220758	0.233173	0.133187	0.095352
SynPair22624	0.220211	0.193797	0.287234	0.452229	0.363908	0.276933	0.156393
SynPair60337	0.050833	0.094803	0.280937	0.263438	0.227378	0.139363	0.063205
SynPair23802	0.13079	0.142398	0.496471	0.47831	1.580089	0.234921	0.170343
SynPair25995	0.045428	0.135287	0.301208	0.321804	0.210259	0.093123	0.075594
SynPair62202	0.051636	0.197207	0.93902	0.317313	0.883923	0.479077	0.503527
SynPair8382	0.054845	0.121524	0.268881	0.184265	0.251006	0.121269	0.098818
SynPair42011	0.172938	0.31027	0.630582	0.515787	0.748396	0.283761	1.694172
SynPair59539	0.03382	0.24749	0.516726	0.227174	0.340995	0.278108	0.359328
SynPair27770	0.125938	0.112935	0.344888	0.144055	0.236403	0.12906	0.336421
SynPair18221	0.04568	0.11366	0.2305	0.183745	0.180112	0.127963	0.105589
SynPair26956	0.173258	0.203079	0.438821	0.356924	0.417356	0.350049	0.3175
SynPair59945	0.067636	0.111704	0.171698	0.294512	0.167055	0.095091	0.209994
SynPair64039	0.064838	0.066177	0.224047	0.276903	0.299472	0.166268	0.075993
SynPair58607	0.03366	0.108962	0.233787	0.296028	0.218404	0.115218	0.083311
SynPair24863	0.063931	0.200209	0.672843	0.591395	0.632727	0.33934	0.257989
SynPair27614	0.086972	0.10559	0.268109	0.321484	0.257485	0.09345	0.130524
SynPair45114	0.351356	0.30889	0.326133	0.320189	0.328941	1.391052	0.466921
SynPair63290	0.03587	0.072664	0.198543	0.321309	0.136798	0.156948	0.059157
SynPair47145	0.137026	0.163961	0.43514	0.430839	0.532112	0.301962	0.320555
SynPair22588	0.210656	0.270434	0.398479	0.58111	0.657695	0.299387	0.280924
SynPair38156	0.04404	0.120455	0.241677	0.214588	0.167132	0.094987	0.047862
SynPair9131	0.128276	0.157617	0.680568	0.301216	0.44249	0.182378	0.117537
SynPair25464	0.110694	0.195229	0.474951	0.872306	0.509711	0.217483	0.351513
SynPair18164	0.109024	0.321009	0.479637	0.659015	0.776078	0.821798	0.150133
SynPair45335	0.086391	0.114593	0.189719	0.316473	0.210286	0.153493	0.105814
SynPair58426	0.088153	0.234561	0.262807	0.21521	0.471383	0.181197	0.183796
SynPair39049	0.102107	0.18421	0.39646	0.290411	0.214774	0.183795	0.112129
SynPair47200	0.062069	0.123401	0.521784	0.34252	0.289788	0.188075	0.134665
SynPair25500	0.014757	0.112405	0.251133	0.445078	0.222183	0.153701	0.062745
SynPair9055	0.477701	0.225453	0.309036	0.496224	0.305432	0.246575	0.048367
SynPair67013	0.112526	0.161211	0.371788	0.395346	0.413936	0.129669	0.12521
SynPair45251	0.0415	0.114293	0.211631	0.295499	0.223745	0.111653	0.077858
SynPair66081	0.499465	0.806153	0.702771	0.569922	1.036762	0.584954	0.920505
SynPair45099	0.097567	0.359394	0.379677	0.337804	0.263308	0.618842	0.839889
SynPair84	0.067165	0.119173	0.337663	0.238152	0.323069	0.158962	0.1507
SynPair46292	0.06484	0.125637	0.732873	0.283797	0.250296	0.284721	0.206251
SynPair40305	0.119901	0.350272	0.482776	0.303478	0.218808	0.165561	0.377688
SynPair13196	0.025323	0.128743	0.230647	0.250223	0.204707	0.133164	0.054915
SynPair35376	0.043448	0.148815	0.359556	0.431577	0.223748	0.100778	0.285797
SynPair1100	0.053783	0.097248	0.319096	0.280027	0.294638	0.103698	0.100689
SynPair12104	0.1678	0.099135	0.335639	0.237483	0.453404	0.138906	0.184454
SynPair56580	0.036162	0.155506	0.396796	0.26055	0.576717	0.104757	0.23795
SynPair17298	0.144429	0.103192	0.33445	0.30962	0.719884	0.160479	0.167393
SynPair1064	0.060694	0.094242	0.260104	0.253758	0.272484	0.122551	0.129105
SynPair52522	0.175086	0.325086	0.616863	0.479094	0.531682	0.328022	0.427609
SynPair30222	0.117763	0.285844	0.703804	0.59599	1.162594	0.602328	0.418662
SynPair33029	0.119219	0.273006	0.320001	0.342925	0.346259	0.370522	0.175177
SynPair51729	0.056108	0.12803	0.272299	0.273124	0.244645	0.194623	0.151862
SynPair23770	0.227212	0.266974	0.572276	0.27223	0.891918	0.285886	0.173225
SynPair43145	0.030201	0.079363	0.187343	0.181409	0.192159	0.105035	0.049287
SynPair67290	0.066143	0.094262	0.270284	0.242479	0.180753	0.10772	0.085661
SynPair38090	0.033316	0.073326	0.316812	0.211557	0.226357	0.136716	0.075816
SynPair23614	0.209099	0.154307	0.585733	0.397426	1.329308	0.218588	0.333668
SynPair8320	0.048559	0.165655	0.203506	0.238398	0.232995	0.107776	0.072633
SynPair58811	0.146748	0.242863	0.620825	0.316158	0.417259	0.207856	0.281485
SynPair24711	0.118242	0.124379	0.314504	0.269048	0.260897	0.177218	0.133877
SynPair65009	0.07288	0.092676	0.339962	0.315667	0.197784	0.147861	0.072823
SynPair22686	0.051293	0.180639	0.257997	0.434959	0.383072	0.095825	0.057112
SynPair27966	0.098438	0.183217	0.18684	0.151101	0.194892	0.111099	0.103473
SynPair25937	0.050404	0.201364	0.27095	0.266924	0.300513	0.16899	0.091862
SynPair59753	0.89979	0.364388	0.900419	0.462023	1.186693	0.268699	0.716192
SynPair60395	0.063442	0.127782	0.304299	0.236094	0.2421	0.109835	0.236338
SynPair15282	0.037977	0.068289	0.248521	0.258701	0.284217	0.142043	0.186746
SynPair50820	0.199302	0.165239	0.96191	0.220891	0.773413	0.223222	0.191732
SynPair13315	0.053608	0.11433	0.210452	0.204889	0.257378	0.120754	0.088732
SynPair50944	0.017919	0.133068	0.242646	0.180591	0.288497	0.59377	0.316485
SynPair30269	0.181892	0.248207	1.619058	0.657447	0.754249	0.129401	0.137101
SynPair31033	0.068112	0.158078	0.396865	0.27573	0.317493	0.150734	0.094966
SynPair11220	0.072875	0.142626	0.527715	0.719503	1.135425	0.179993	0.179363
SynPair49041	0.930142	0.935959	1.063037	0.8944	1.126367	0.503275	0.527807
SynPair57925	0.273914	0.156911	0.546826	0.610799	1.300747	0.30682	0.181708
SynPair12387	0.05459	0.368093	0.642928	0.456587	0.758387	0.39916	0.259076
SynPair36052	0.269971	0.509656	0.668992	0.818066	0.680468	0.328665	0.24287
SynPair29674	0.056951	0.100911	0.149338	0.345598	0.337744	0.070932	0.051764
SynPair34167	0.202705	0.281754	0.815637	0.726136	0.766722	0.480862	0.163062
SynPair28852	0.068696	0.159359	0.404661	0.218561	0.253641	0.226178	0.096518
SynPair281	0.044457	0.342938	0.34252	0.708889	0.306755	0.150294	0.382205
SynPair14374	0.050922	0.086433	0.159544	0.150365	0.166725	0.096593	0.089424
SynPair15472	0.144572	0.232818	0.655283	0.864224	0.598598	0.296792	0.251899
SynPair14628	0.113649	0.087124	0.316377	0.175941	0.515862	0.106206	0.244047
SynPair37630	0.052084	0.111257	0.281803	0.228692	0.302586	0.110288	0.091651
SynPair6476	0.020399	0.077133	0.320204	0.305056	0.342299	0.075271	0.390316
SynPair4427	0.107223	0.237474	0.452112	0.361289	0.442223	0.183138	0.135989
SynPair13999	0.125804	0.321573	0.467264	0.366325	0.529193	0.222893	0.17481
SynPair30981	0.108328	0.139131	0.239502	0.225984	0.315853	0.153948	0.095574
SynPair16679	0.057059	0.086777	0.239946	0.252811	0.230487	0.168785	0.159457
SynPair13481	0.066836	0.090127	0.291942	0.365126	0.351333	0.156176	0.224526
SynPair7748	0.234811	0.244877	0.518306	0.554759	0.414244	0.408006	0.160299
SynPair34923	0.068795	0.079502	0.272976	0.224053	0.194084	0.134375	0.384148
SynPair35705	0.07776	0.162419	0.307278	0.290413	0.396279	0.139931	0.106402
SynPair37884	0.149352	0.193638	0.536031	0.372439	0.705261	0.363262	0.133507
SynPair50064	0.042582	0.109391	0.255149	0.291678	0.19973	0.123301	0.149559
SynPair1573	0.055961	0.092325	0.264345	0.166747	0.248722	0.126549	0.055591
SynPair50100	0.032371	0.156097	0.334982	0.298932	0.347875	0.186277	0.185662
SynPair11618	0.282219	0.276737	0.69888	0.800562	0.525942	0.417588	0.241647
SynPair10442	0.111215	0.288126	0.336397	0.61252	0.826214	0.454544	0.155779
SynPair12413	0.084012	0.123093	0.264025	0.303002	0.253345	0.151178	0.082286
SynPair14584	0.183093	0.44847	0.725203	0.746611	1.697489	0.290144	0.26199
SynPair30651	0.196636	0.245519	0.584505	1.09372	1.573835	0.298856	0.298463
SynPair45746	0.244118	0.260548	0.683916	0.826184	0.558109	0.370996	0.15381
SynPair58055	0.057248	0.098675	0.401456	0.287498	0.222819	0.158056	0.095635
SynPair9542	0.107644	0.167425	0.616174	0.773906	1.103029	0.147442	0.189141
SynPair62698	0.099222	0.105635	0.219759	0.199072	0.189063	0.200472	0.147618
SynPair25017	0.056447	0.125773	0.273862	0.26154	0.334423	0.160452	0.092051
SynPair46855	0.422078	0.242066	1.436925	1.312394	0.297208	0.421437	1.368016
SynPair18473	0.098132	0.111212	0.318867	0.243709	0.204426	0.269329	0.109544
SynPair45622	0.272268	1.450284	0.573116	0.234261	1.670824	0.175846	0.274202
SynPair39846	0.161553	0.208157	0.481147	0.419848	0.357506	0.239489	0.345491
SynPair9426	0.044918	0.069743	0.18004	0.166481	0.135868	0.080674	0.055806
SynPair22112	0.026372	0.189476	0.172088	0.148204	0.212937	0.107563	0.061239
SynPair23348	0.08828	0.25451	0.316906	0.276579	0.536335	0.218335	0.246697
SynPair24085	0.047339	0.097585	0.301116	0.275927	0.46953	0.146936	0.19017
SynPair43865	0.724311	0.532417	1.182057	0.748843	1.032731	0.721071	1.638082
SynPair41834	0.03157	0.192372	0.502326	0.252987	0.203896	0.098982	0.074285
SynPair43419	0.053489	0.147157	0.327091	0.216262	0.30206	0.237831	0.120522
SynPair62534	0.10471	0.130705	0.333493	0.307895	0.258577	0.213746	0.105395
SynPair45896	0.02088	0.100865	0.722049	0.337964	0.145901	1.016992	0.14407
SynPair22076	0.012056	0.130933	0.293231	0.38066	0.237365	0.158735	0.45115
SynPair40776	0.98429	0.889084	0.725328	0.098533	0.428179	1.215054	0.311734
SynPair62948	0.050035	0.104686	0.247297	0.168595	0.194909	0.0929	0.138186
SynPair51275	0.041089	0.087046	0.276313	0.303714	0.221526	0.132764	0.252813
SynPair31958	0.129629	0.238024	0.528787	0.534785	0.473345	0.290397	0.236481
SynPair922	0.09115	0.164592	0.330292	0.332458	0.454439	0.135968	0.115871
SynPair16886	0.060357	0.096104	0.175668	0.21109	0.224077	0.108584	0.060254
SynPair11653	0.042988	0.12525	0.228959	0.294495	0.219932	0.080258	0.086911
SynPair13602	0.0774	0.215061	0.42875	0.278634	0.735502	0.230627	0.176619
SynPair7667	0.062861	0.153907	0.630175	0.264794	0.193243	0.1039	0.112825
SynPair796	0.046182	0.115834	0.393797	0.265915	0.224576	0.084227	0.122106
SynPair2987	0.062718	0.159368	0.207811	0.475255	0.359198	0.133967	0.144457
SynPair15439	0.201436	0.523859	0.581916	0.2697	0.288763	0.244027	0.145935
SynPair56370	0.081074	0.300602	0.238898	0.569615	0.53207	0.176301	0.064547
SynPair29363	0.015807	0.079125	0.252354	0.182541	0.187227	0.07557	0.106975
SynPair34968	0.473149	0.303066	0.55917	0.787797	0.944666	0.512162	1.152747
SynPair49556	0.049444	0.320029	0.543785	1.742126	0.574112	0.342402	1.450322
SynPair14707	0.048358	0.112942	0.178953	0.232996	0.206578	0.117136	0.060068
SynPair1694	0.163278	0.361557	0.636591	0.682193	0.669615	0.114422	0.421149
SynPair16756	0.039215	0.148962	0.225014	0.229589	0.307479	0.089835	0.081651
SynPair34514	0.088639	0.109503	0.243894	0.202607	0.167604	0.103336	0.114714
SynPair56214	0.1	0.159444	0.420171	0.443772	0.52175	0.424115	0.429644
SynPair38587	0.148569	0.222577	0.492917	0.482789	0.526867	0.171335	0.210613
SynPair47594	0.047795	0.239506	0.159671	0.166549	0.294723	0.069099	0.150768
SynPair22159	0.026855	0.076119	0.258856	0.259787	0.364668	0.148113	0.142928
SynPair62867	0.065656	0.237424	0.228228	0.318684	0.27558	0.163276	0.07066
SynPair23267	0.202051	0.176927	0.214635	0.212946	0.218337	0.163114	0.230041
SynPair8883	0.037978	0.096839	0.229112	0.24386	0.138511	0.109554	0.151743
SynPair39515	0.033633	0.134712	0.254105	0.240212	0.220977	0.148938	0.075125
SynPair8753	0.06133	0.066289	0.240466	0.291845	0.209324	0.144956	0.149208
SynPair44433	0.603403	0.846103	0.581746	0.640963	0.519093	0.946254	0.52213
SynPair26333	0.208808	0.231676	1.084975	0.433049	0.467614	0.178294	0.270268
SynPair65806	0.019446	0.167141	0.20433	0.26041	0.217572	0.104297	0.063702
SynPair47638	0.041614	0.162795	0.286743	0.257734	0.132984	0.117789	0.31171
SynPair8275	0.111084	0.187722	0.320585	0.222527	0.380332	0.178895	0.173256
SynPair39033	0.002067	0.094402	0.178986	0.147902	0.293024	0.125166	0.14214
SynPair65038	0.258862	0.246681	0.313597	0.678864	0.673011	0.259546	0.490293
SynPair38269	0.17926	0.218482	0.29907	0.246374	0.267671	0.208268	0.328184
SynPair44071	0.05295	0.080079	0.286344	0.190129	0.203235	0.118718	0.085851
SynPair66233	0.031897	0.160786	0.2693	0.217592	0.215591	0.088832	0.086029
SynPair23589	0.075369	0.09952	0.234981	0.215916	0.227106	0.119061	0.158304
SynPair58820	0.223425	0.227936	0.601203	0.467851	0.5685	0.221746	0.279288
SynPair64306	0.178706	0.143583	0.452164	1.304434	0.892668	0.11091	0.218902
SynPair39157	0.092222	0.138482	0.346138	0.248484	0.349035	0.108075	0.062401
SynPair25862	0.162327	0.131933	0.600964	0.465217	0.779332	0.095103	0.096557
SynPair22803	0.020233	0.067425	0.251259	0.170085	0.283137	0.079531	0.155115
SynPair21674	0.157744	0.204422	0.620462	0.349478	1.023526	0.312845	0.284599
SynPair63367	0.061763	0.136892	0.258132	0.234464	0.164396	0.119033	0.388933
SynPair21710	0.029103	0.151542	0.374025	0.199295	0.250972	0.158712	0.095092
SynPair45187	0.048046	0.08377	0.227275	0.232414	0.295449	0.155279	0.088096
SynPair27687	0.051985	0.082484	0.282838	0.356307	0.214048	0.147714	0.067871
SynPair41041	0.048785	0.128778	0.244719	0.256671	0.183853	0.142488	0.089244
SynPair9383	0.075448	0.142258	0.270004	0.305105	0.22327	0.13622	0.095371
SynPair10283	0.190464	0.263529	0.553069	0.326473	0.404193	0.490507	0.414472
SynPair5310	0.027748	0.100405	0.238184	0.20664	0.201597	0.1644	0.079732
SynPair34156	0.177569	0.530924	0.970632	0.760314	0.903564	0.436596	0.320091
SynPair29645	0.15428	0.334614	0.662269	1.034733	0.834114	0.243172	0.232291
SynPair13088	0.058901	0.103501	0.2055	0.21615	0.361594	0.148374	0.11434
SynPair35268	0.093873	0.17971	0.636115	0.411917	0.356878	0.183896	0.129218
SynPair55945	0.150753	0.70053	0.736211	0.386847	0.632895	0.43228	0.368817
SynPair29721	0.052398	0.095425	0.242328	0.178061	0.222404	0.119159	0.045448
SynPair49070	0.033706	0.078672	0.270638	0.14492	0.198718	0.263646	0.158482
SynPair31002	0.78838	0.132715	0.352977	0.500239	0.204729	0.506866	0.14005
SynPair13240	0.203288	0.229921	0.518557	0.271079	0.572817	0.2421	0.208312
SynPair4382	0.109095	0.118139	0.198621	0.261312	0.162034	0.184583	0.43589
SynPair11211	0.038766	0.165515	0.296421	0.277027	0.525356	0.097659	0.306136
SynPair29995	0.049786	0.116932	0.35332	0.36319	0.294134	0.143301	0.100732
SynPair13324	0.165021	0.105848	1.19839	0.577181	0.365611	0.483405	0.364521
SynPair31166	0.104019	0.157559	0.310394	0.328458	0.312534	0.163263	0.201095
SynPair33137	0.062333	0.080205	0.200762	0.264315	0.2314	0.104843	0.048787
SynPair51637	0.061667	0.105173	0.210331	1.666678	0.176655	0.127461	0.095578
SynPair11375	0.047977	0.160876	0.226946	0.322688	0.217293	0.134752	0.170801
SynPair60127	0.154584	0.213734	0.401744	0.456124	0.661344	0.38207	0.221559
SynPair42365	0.060648	0.344874	0.468578	1.099493	0.399343	0.178771	0.242356
SynPair22434	0.115189	0.160454	0.859511	0.45235	0.664741	0.271043	0.112948
SynPair62176	0.042553	0.118203	0.264858	0.282587	0.228254	0.151536	0.093859
SynPair42201	0.058269	0.10471	0.188449	0.235657	0.207685	0.167878	0.211979
SynPair61219	0.053589	0.108463	0.369953	0.262255	0.435603	0.136666	0.092163
SynPair40250	0.052495	0.090667	0.327793	0.400972	0.319905	0.104355	0.27917
SynPair39078	0.281496	0.43789	1.123771	0.471898	0.912336	0.690851	0.209823
SynPair45260	0.055848	0.096354	0.260243	0.275346	0.200809	0.143759	0.126376
SynPair18031	0.104186	0.183464	0.362343	0.297144	0.302359	0.163627	0.129614
SynPair66278	0.140322	0.213471	0.442676	0.579257	0.187173	0.369044	0.45766
SynPair9100	0.026534	0.276648	0.684011	0.24432	0.960009	0.232259	0.23571
SynPair58417	0.063466	0.087802	0.318911	0.203686	0.533401	0.168463	0.1205
SynPair67146	0.0856	0.185214	0.513773	0.315205	0.326833	0.272903	0.492369
SynPair25829	0.092207	0.304248	0.852609	0.303262	0.284212	0.180708	0.037893
SynPair30213	0.179588	0.287209	0.824783	0.965463	1.284778	0.345246	0.124621
SynPair6398	0.032539	0.10497	0.26915	0.30797	0.293342	0.100856	0.33329
SynPair36384	0.029417	0.096818	0.315343	0.234561	0.154999	0.116042	0.14149
SynPair33018	0.138953	0.369681	0.663265	0.56208	0.379774	0.168376	0.141462
SynPair3160	0.211708	0.246429	0.57636	0.411998	0.580002	0.278598	0.131687
SynPair32326	0.087173	0.201214	0.285615	0.359244	0.26507	0.165811	0.11755
SynPair35347	0.060177	0.115763	0.278005	0.506161	0.285424	0.250538	0.186155
SynPair28828	0.054203	0.111452	0.2312	0.16499	0.208412	0.126085	0.097957
SynPair6150	0.196291	0.405549	0.433275	0.505398	0.547856	0.30078	0.329853
SynPair37316	0.242133	0.149705	0.356378	0.234256	0.818634	0.15386	0.183819
SynPair17061	0.057794	0.157553	0.347064	0.257025	0.259168	0.13141	0.133163
SynPair4065	0.039629	0.204722	0.295275	0.21217	0.190145	0.103465	0.082175
SynPair57523	0.118779	0.076578	0.357436	0.183624	0.193943	0.148864	0.072128
SynPair36028	0.067881	0.177297	0.643737	0.442473	0.842617	0.164932	0.161341
SynPair14736	0.051855	0.140916	0.223783	0.229677	0.225794	0.144559	0.065788
SynPair34959	0.070922	0.177148	0.340391	0.281693	0.341742	0.151171	0.235869
SynPair17941	0.039613	0.092375	0.173196	0.232831	0.350686	0.14815	0.089905
SynPair56225	0.061189	0.092885	0.212669	0.225675	0.208081	0.087245	0.061841
SynPair15408	0.041575	0.090066	0.203762	0.172522	0.23199	0.149977	0.083369
SynPair4821	0.0661	0.071771	0.23298	0.340495	0.174444	0.156083	0.04883
SynPair16603	0.073069	0.267711	0.423567	0.66444	0.553891	0.402191	0.234239
SynPair15874	0.222937	0.259846	1.075904	0.748892	0.648187	0.464617	0.318741
SynPair34441	0.064956	0.108374	0.277903	0.279464	0.162752	0.131059	0.123874
SynPair7986	0.063145	0.165127	0.27247	0.187038	0.270589	0.134729	0.169907
SynPair877	0.214732	0.137013	0.240404	0.184197	0.208591	0.187686	0.159118
SynPair48989	0.065765	0.104211	0.285842	0.238539	0.24177	0.180314	0.095869
SynPair51320	0.033472	0.230153	0.450063	0.54065	0.764218	0.28122	0.130082
SynPair12971	0.355919	0.205198	0.99573	1.482313	1.145997	0.549157	0.300736
SynPair56189	0.811064	0.131389	0.816731	1.02845	0.505499	0.356815	0.827799
SynPair31969	0.071544	0.140563	0.243063	0.107973	0.280621	0.13715	0.114002
SynPair4695	0.12382	0.15396	0.429429	0.384629	0.435152	0.148245	0.107515
SynPair11706	0.096206	0.40115	0.335512	0.413312	0.527626	0.160709	0.131634
SynPair48491	0.043252	0.10077	0.215337	0.135418	0.234757	0.06127	0.245908
SynPair10920	0.060431	0.146301	0.247265	0.191156	0.246504	0.118825	0.083049
SynPair31515	0.049663	0.171175	0.218288	0.219656	0.227516	0.087584	0.061926
SynPair26302	0.143066	0.342093	0.593065	0.491447	0.80934	0.18027	0.174829
SynPair42595	0.076543	0.134064	0.242963	0.320413	0.217237	0.209398	0.094383
SynPair39440	0.038522	0.0625	0.232615	0.229879	0.21631	0.130832	0.090187
SynPair62786	0.137008	0.06005	0.211546	0.172532	0.354106	0.087369	0.188722
SynPair44566	0.072402	0.184981	0.30497	0.372226	0.20369	0.110077	0.314529
SynPair46537	0.072278	0.124796	0.264806	0.297768	0.255083	0.153161	0.085399
SynPair24237	0.089943	0.110967	0.22019	0.198843	0.206794	0.131309	0.10185
SynPair9538	0.071186	0.157658	0.485535	0.497001	0.702263	0.442135	0.331552
SynPair9694	0.12657	0.136896	0.427251	0.512553	1.294036	0.261838	0.083822
SynPair66488	0.257177	0.539682	0.684982	0.501868	0.801865	0.380779	0.232428
SynPair63670	0.384251	0.385464	0.561007	0.788861	1.127726	0.237941	0.169225
SynPair23332	0.042101	0.123255	0.24051	0.187882	0.208972	0.120335	0.060457
SynPair13678	0.046215	0.110091	0.290119	0.231184	0.300134	0.126595	0.096845
SynPair16998	0.07138	0.046517	0.265504	0.315267	0.282526	0.149391	0.084121
SynPair52160	0.082069	0.163289	0.331069	0.304172	0.291198	0.153845	0.086054
SynPair33817	0.084508	0.131402	0.268575	0.219621	0.219483	0.193281	0.157775
SynPair16480	0.274935	0.174667	0.44264	0.719953	0.568917	0.172731	0.474603
SynPair10517	0.082586	0.160581	0.265631	0.313902	0.168151	0.138053	0.122101
SynPair12546	0.105297	0.195513	0.778713	0.539049	0.623315	0.22278	0.251466
SynPair1542	0.101209	0.226529	0.617614	0.445582	0.695161	0.294805	0.173547
SynPair34912	0.107023	0.213558	0.224156	0.171139	0.263213	0.157347	0.139978
SynPair37765	0.048324	0.113317	0.237953	0.265868	0.226032	0.152156	0.056481
SynPair32885	0.050183	0.096626	0.23544	0.198291	0.223233	0.156649	0.085569
SynPair35734	0.084085	0.295655	0.325559	0.212407	0.292405	0.094299	0.255306
SynPair4572	0.077099	0.122984	0.51041	0.192736	0.255999	0.249352	0.11596
SynPair57034	0.211434	0.209543	0.577456	0.308039	0.624472	0.2021	0.236865
SynPair17576	0.057124	0.156102	0.235226	0.21778	0.135711	0.191746	0.087111
SynPair5728	0.049385	0.122838	0.372552	0.259142	0.343071	0.212087	0.146519
SynPair14619	0.202278	0.352961	0.471476	0.689191	1.697019	0.36496	0.250182
SynPair15443	0.056382	0.070016	0.263077	0.244016	0.163006	0.1101	0.117744
SynPair31796	0.174829	0.487348	0.715254	0.654779	1.287002	0.316001	0.263183
SynPair49834	0.025298	0.079206	0.29482	0.186419	0.295292	0.147386	0.07862
SynPair16648	0.054049	0.149335	0.252139	0.231397	0.235778	0.156589	0.095283
SynPair38499	0.146482	0.140587	0.348345	0.340969	0.316782	0.218106	0.182008
SynPair41961	0.138909	0.169416	0.409185	0.669989	0.818141	0.414347	0.223363
SynPair42716	0.080143	0.13541	0.283597	0.26536	0.258977	0.130265	0.164982
SynPair43854	0.078744	0.122563	0.282602	0.288945	0.232796	0.119092	0.100345
SynPair22123	0.083062	0.210283	0.518679	0.5638	0.456269	0.180462	0.172498
SynPair47992	0.087205	0.168848	0.567056	0.487256	0.798579	0.211634	0.136739
SynPair42672	0.050417	0.075927	0.249102	0.193016	0.213986	0.133088	0.050498
SynPair38981	0.03627	0.051984	0.224629	0.220032	0.141746	0.11673	0.055395
SynPair18442	0.100448	0.121122	0.270847	0.289784	0.326018	0.143616	0.17294
SynPair27113	0.110429	0.227761	0.325275	0.451448	0.58571	0.199939	0.137666
SynPair58100	0.049144	0.083372	0.269561	0.195618	0.209586	0.152308	0.033615
SynPair44449	0.50223	0.304692	0.710395	0.37442	0.520831	0.386541	0.793573
