	Sobic	Seita	Ortho	Orysa	Bradi	Pavag	Zmays
SynPair35515	0.001691	0.015049	0.027349	0.028382	0.030649	0.004541	0.006347
SynPair14920	0.003764	0.016852	0.034575	0.031903	0.041691	0.018704	0.012595
SynPair13691	0.008953	0.018451	0.031482	0.06967	0.040135	0.023038	0.021666
SynPair30689	0.008102	0.014611	0.05666	0.048313	0.069648	0.023803	0.021136
SynPair48557	0.010509	0.011071	0.032102	0.019353	0.040453	0.013333	0.013271
SynPair4883	0.00901	0.009299	0.021584	0.006351	0.026114	0.011452	0.009874
SynPair52225	0.009268	0.019094	0.040322	0.020036	0.063194	0.026258	0.015895
SynPair12767	1.3e-05	0.008549	0.011115	0.008807	0.018405	0.002169	2.6e-05
SynPair13941	0.00766	0.019639	0.043258	0.021974	0.047153	0.020985	0.02835
SynPair30959	0.042734	0.026761	0.047385	0.028941	0.095565	0.052488	0.068768
SynPair661	0.011853	0.053297	0.077606	0.090065	0.146969	0.094158	0.066053
SynPair1607	0.016308	0.029812	0.070715	0.091313	0.055669	0.041165	0.024921
SynPair14794	0.012696	0.196632	0.109988	0.06412	0.062219	0.059031	0.030755
SynPair13459	0.005854	0.019056	0.049885	0.039442	0.041548	0.018589	0.018871
SynPair11408	0.00166	0.048949	0.08412	0.08076	0.053753	0.041106	0.176585
SynPair10652	0.001878	0.016707	0.007558	0.030375	0.022072	0.003663	0.020378
SynPair56287	0.017727	0.021644	0.056496	0.045477	0.075514	0.048983	0.020918
SynPair21142	9e-06	0.007154	0.019652	0.085244	0.020812	0.008148	0.11961
SynPair22349	0.002563	0.00534	0.010509	0.009534	0.009563	0.006349	0.004765
SynPair42864	0.058927	0.023573	0.05805	0.077789	0.054569	0.018605	0.070362
SynPair63949	0.01337	0.026308	0.073525	0.082667	0.103954	0.015629	0.016516
SynPair8543	0.009353	0.011072	0.024816	0.017943	0.028403	0.015781	0.01204
SynPair26047	0.014983	0.033965	0.139493	0.089951	0.145983	0.036218	0.030996
SynPair44747	0.014993	0.024483	0.06139	0.074926	0.062531	0.027555	0.025324
SynPair47930	0.014313	0.014404	0.041519	0.044065	0.038163	0.019206	0.012968
SynPair66505	0.024815	0.033662	0.093439	0.091735	0.075117	0.050739	0.038242
SynPair46672	0.022755	0.037732	0.054648	0.060246	0.070181	0.051655	0.040315
SynPair43992	0.005355	0.005316	0.025095	0.023944	0.020227	0.005345	0.034883
SynPair47428	0.041713	0.115027	0.155293	0.311519	0.160937	0.06104	0.034952
SynPair45805	0.026855	0.076384	0.031695	0.06244	0.056648	0.011327	0.029935
SynPair39661	0.003566	0.004276	0.021822	0.007479	0.03386	0.019594	0.016112
SynPair38847	0.011297	0.024374	0.054289	0.051379	0.05542	0.024758	0.026066
SynPair31734	0.016208	0.020746	0.053937	0.058239	0.102066	0.03357	0.027581
SynPair1728	0.024682	0.02893	0.031126	0.038355	0.040965	0.03329	0.015765
SynPair33765	0.004811	0.014947	0.034893	0.048599	0.039788	0.015497	0.00842
SynPair51065	0.008414	0.026448	0.269644	0.066835	0.19495	0.025848	0.042473
SynPair13412	0.010176	0.023665	0.046943	0.041521	0.067395	0.024885	0.014618
SynPair2447	0.011193	0.012442	0.045572	0.042659	0.028708	0.030507	0.02686
SynPair31980	0.02243	0.055576	0.08388	0.12485	0.127261	0.029748	0.068233
SynPair28329	0.043475	0.023327	0.172099	0.075671	0.229024	0.11918	0.107619
SynPair14473	0.033432	0.018092	0.062921	0.068057	0.097918	0.043503	0.022217
SynPair49622	0.019839	0.021692	0.032696	0.074339	0.065472	0.020275	0.017427
SynPair586	0.015894	0.041245	0.086644	0.089351	0.086658	0.066985	0.037858
SynPair34704	0.024275	0.048104	0.10271	0.10875	0.14002	0.059614	0.017769
SynPair15211	0.028375	0.024468	0.029589	0.026241	0.028662	0.015266	0.006874
SynPair35002	0.010255	0.011967	0.030648	0.020405	0.030263	0.018456	0.006505
SynPair4244	0.02615	0.032134	0.122704	0.141393	0.11502	0.0368	0.01658
SynPair33195	0.029727	0.033032	0.108518	0.110609	0.068466	0.068211	0.018681
SynPair51695	0.026287	0.050436	0.066456	0.054759	0.067401	0.059547	0.053337
SynPair17240	0.012616	0.0363	0.025193	0.032976	0.050244	0.01632	0.048004
SynPair6371	0.003484	0.010072	0.022372	0.015965	0.014317	0.007628	0.009652
SynPair15375	0.009673	0.026251	0.056576	0.058855	0.033883	0.047914	0.02291
SynPair4320	0.015822	0.022526	0.054869	0.053999	0.066329	0.18955	0.040194
SynPair57666	0.019159	0.023823	0.096932	0.068979	0.09697	0.026753	0.043239
SynPair56790	0.006746	0.036119	0.055679	0.022277	0.059827	0.037966	0.034602
SynPair29783	0.013658	0.013679	0.028967	0.015139	0.017068	0.011056	0.007405
SynPair1310	0.002662	0.00265	0.00274	0.005384	0.008008	0.002679	0.047138
SynPair48288	0.003807	0.008606	0.034731	0.015122	0.040754	0.010049	0.012574
SynPair51539	0.015511	0.040926	0.058431	0.062963	0.157496	0.038646	0.044611
SynPair10221	0.004997	0.016527	0.034962	0.042872	0.077894	0.050128	0.022871
SynPair12270	0.010188	0.0412	0.058625	0.107914	0.085421	0.027752	0.051364
SynPair18374	0.001981	0.003849	0.017247	0.022721	0.046492	0.003936	0.002014
SynPair67367	0.013618	0.019511	0.061969	0.048445	0.058432	0.038117	0.028262
SynPair25674	0.021688	0.019513	0.047682	0.030565	0.044442	0.012431	0.005357
SynPair59508	0.005639	0.023687	0.037987	0.072264	0.111621	0.025563	0.025754
SynPair18210	0.036501	0.042693	0.216117	0.07285	0.133389	0.033639	0.019079
SynPair41187	0.014275	0.013587	0.045603	0.042884	0.034332	0.016113	0.019377
SynPair42144	0.007685	0.015385	0.041092	0.022973	0.015992	0.023501	0.015884
SynPair66291	0.002205	0.030794	0.025289	0.032911	0.031996	0.013035	0.014499
SynPair16299	0.008554	0.047619	0.091953	0.075629	0.091153	0.050718	0.032936
SynPair51416	0.00343	0.006371	0.009766	0.015207	0.028921	0.004695	0.033528
SynPair2150	0.009073	0.008567	0.024887	0.025208	0.050164	0.019777	0.039673
SynPair15092	0.007118	0.008548	0.017908	0.01684	0.040589	0.020022	0.01451
SynPair31347	0.002563	0.005047	0.014016	0.003045	0.01553	0.003441	0.006585
SynPair6096	0.014026	0.052854	0.055907	0.042436	0.063403	0.037198	0.034097
SynPair13061	0.013152	0.018433	0.019799	0.046088	0.039769	0.017467	0.022386
SynPair259	0.02495	0.225005	0.05228	0.038275	0.063099	0.040958	0.019824
SynPair55718	0.071402	0.014787	0.070139	0.038139	0.102039	0.01987	0.027796
SynPair7004	0.008284	0.004814	0.033047	0.028767	0.019336	0.006728	0.001319
SynPair12197	0.003338	0.011704	0.022258	0.021277	0.019711	0.009578	0.006813
SynPair5055	0.002084	0.002178	0.021454	0.028005	0.023714	0.021135	0.023104
SynPair56513	0.009933	0.012443	0.041856	0.029759	0.045913	0.012993	0.021606
SynPair34213	0.006676	0.017536	0.038925	0.018252	0.025585	0.012346	0.015293
SynPair29464	0.032735	0.059963	0.070215	0.088843	0.116207	0.07604	0.147011
SynPair34377	0.039791	0.014872	0.09088	0.073585	0.038363	0.025538	0.102277
SynPair25593	0.00272	0.012887	0.07285	0.051298	0.104808	0.038324	0.036158
SynPair23404	0.007666	0.016224	0.056246	0.029377	0.042984	0.023185	0.013066
SynPair67080	1e-05	0.009804	0.025542	0.038246	0.0403	0.004721	0.039563
SynPair26798	0.017356	0.00898	0.063142	0.033518	0.034207	0.059313	0.069346
SynPair18093	0.013484	0.016699	0.060593	0.041064	0.077286	0.032422	0.027152
SynPair44334	0.010908	0.011115	0.035621	0.019206	0.025057	0.017414	0.167493
SynPair66176	0.003285	0.009209	0.025698	0.028216	0.022051	0.007775	0.012466
SynPair39376	0.016284	0.042221	0.116226	0.052843	0.097639	0.058118	0.17515
SynPair26848	0.007535	0.013238	0.027977	0.035711	0.021973	0.020461	0.02819
SynPair44250	0.008732	0.012274	0.020044	0.019376	0.023247	0.013129	0.018473
SynPair60185	0.002897	0.005764	0.006695	0.002841	0.018269	1.1e-05	3.3e-05
SynPair8054	0.009306	0.012228	0.041646	0.03575	0.034764	0.024547	0.077696
SynPair64043	0.006821	0.006648	0.024945	0.016401	0.025584	0.010797	0.006203
SynPair22496	0.004308	0.005681	0.017858	0.038856	0.029998	0.025538	0.010162
SynPair61727	0.007394	0.01081	0.019742	0.025676	0.015851	0.02162	0.014162
SynPair62950	0.024198	0.043839	0.121921	0.108539	0.098829	0.055655	0.04552
SynPair63776	0.039739	0.021467	0.03696	0.058055	0.050928	0.010996	0.028541
SynPair23350	0.016028	0.021564	0.040216	0.036711	0.054131	0.020025	0.019855
SynPair8664	0.003956	0.018153	0.031692	0.074241	0.036331	0.014285	0.012027
SynPair64673	0.00307	0.003078	0.011595	0.016272	0.022718	0.006175	0.013412
SynPair46431	0.005889	0.015274	0.032635	0.026054	0.042764	0.013764	0.030032
SynPair38678	0.025355	0.019087	0.038116	0.039818	0.036849	0.036423	0.067968
SynPair9842	0.021678	0.03914	0.051384	0.033408	0.046435	0.053089	0.023747
SynPair67960	0.016963	0.028157	0.054157	0.059295	0.056937	0.068991	0.002548
SynPair23198	0.003259	0.00502	0.024444	0.019631	0.042739	0.016126	0.005613
SynPair41698	0.00871	0.017424	0.038557	0.024883	0.042919	0.008958	0.032183
SynPair8700	0.137502	0.015365	0.039277	0.052261	0.052917	0.012096	0.012897
SynPair42493	2e-06	0.003703	0.05021	0.073846	0.039561	0.080551	0.030791
SynPair44504	0.021391	0.038169	0.056267	0.044458	0.04614	0.047804	0.066934
SynPair9926	0.011104	0.01513	0.053026	0.040306	0.072078	0.016228	0.024141
SynPair48597	6e-06	0.004423	0.014696	0.010356	0.031295	0.004394	0.006585
SynPair469	0.01015	0.001753	0.018272	0.009846	0.020918	0.003047	0.003854
SynPair31413	0.001278	0.015821	0.036922	0.019416	0.058851	0.014186	0.032059
SynPair7598	0.038765	0.066028	0.111642	0.152804	0.109089	0.119319	0.047284
SynPair3822	0.001585	0.012581	0.031043	0.017955	0.025185	0.017576	0.005598
SynPair30649	0.011043	0.06277	0.068864	0.13075	0.109669	0.026618	0.030224
SynPair50118	0.015603	0.052976	0.170911	0.084923	0.102751	0.049607	0.019007
SynPair815	0.011021	0.015259	0.047328	0.03212	0.053205	0.017209	0.021299
SynPair3946	0.002978	0.007354	0.025924	0.035028	0.030453	0.010124	0.009211
SynPair13735	0.011896	0.017007	0.186768	0.042624	0.048142	0.021217	0.015657
SynPair7880	0.01205	0.01628	0.054491	0.019563	0.047241	0.015687	0.019268
SynPair971	0.001885	0.011036	0.016106	0.025979	0.049192	0.011758	0.013288
SynPair14884	0.04963	0.046851	0.099086	0.08478	0.081452	0.06025	0.032227
SynPair34547	0.004781	0.00347	0.021853	0.020427	0.025271	0.003194	0.108328
SynPair15972	0.013338	0.017005	0.021334	0.07916	0.037972	0.019006	0.020681
SynPair6976	0.008329	0.020999	0.043401	0.059665	0.047449	0.043226	0.01888
SynPair3696	0.020669	0.045575	0.060963	0.033884	0.048734	0.053489	0.043914
SynPair30481	0.015157	0.016059	0.070105	0.045996	0.085737	0.027263	0.042954
SynPair13499	0.007557	0.010648	0.030253	0.042657	0.034561	0.021615	0.018056
SynPair17923	0.006167	0.015581	0.033984	0.022615	0.030295	0.005854	0.010981
SynPair35679	0.008652	0.010192	0.038945	0.018415	0.032557	0.008714	0.01986
SynPair16661	0.020223	0.012944	0.035378	0.034565	0.06526	0.011953	0.010146
SynPair30999	0.012601	0.022034	0.027744	0.032171	0.046452	0.042168	0.017096
SynPair34423	0.014356	0.023611	0.040972	0.02158	0.046776	0.021048	0.04109
SynPair5665	0.007707	0.010255	0.020051	0.011313	0.066388	0.022474	0.007518
SynPair17847	0.007567	0.012777	0.049994	0.056341	0.098288	0.023571	0.011795
SynPair7634	0.016123	0.03001	0.058619	0.068111	0.060531	0.032828	0.028335
SynPair36472	0.017294	0.020623	0.144475	0.095841	0.078634	0.03609	0.075209
SynPair14630	0.031642	0.037247	0.107868	0.087196	0.108382	0.079413	0.071857
SynPair4843	0.004841	0.00733	0.020912	0.021764	0.021005	0.009876	0.012369
SynPair9475	0.031843	0.055254	0.082497	0.060673	0.089932	0.048225	0.044257
SynPair47620	0.211245	0.068337	0.10886	0.074085	0.08324	0.059339	0.060124
SynPair18420	0.03991	0.013334	0.057236	0.051103	0.111347	0.031489	0.029959
SynPair45671	0.020533	0.020749	0.053306	0.033068	0.027578	0.027079	0.051196
SynPair67433	0.041992	0.107806	0.194424	0.073479	0.104251	0.176118	0.109825
SynPair47744	0.01249	0.010074	0.021588	0.013802	0.020469	0.007404	0.002919
SynPair9511	0.014866	0.018128	0.034157	0.043118	0.066717	0.033532	0.018634
SynPair27015	0.007903	0.015133	0.064486	0.038523	0.032421	0.02991	0.024207
SynPair47894	0.004136	0.020734	0.020183	0.020848	0.057916	0.014516	0.025615
SynPair22025	0.008026	0.010816	0.042315	0.050328	0.025948	0.034386	0.010686
SynPair42610	0.007992	0.024896	0.063469	0.064311	0.075069	0.035336	0.024135
SynPair26087	0.007232	0.021432	0.041776	0.066123	0.040973	0.033527	0.01161
SynPair8583	3e-06	0.010843	0.036149	0.037687	0.030525	0.008676	0.013087
SynPair63659	0.079577	0.089237	0.263173	0.141636	0.069293	0.041149	0.167383
SynPair22141	0.019194	0.009486	0.035525	0.031216	0.063961	0.07039	0.028964
SynPair49932	0.008333	0.009601	0.032144	0.02366	0.036344	0.01265	0.021425
SynPair2487	0.027182	0.061529	0.133802	0.077601	0.068629	0.070013	0.022106
SynPair28045	0.006494	0.01546	0.040624	0.067658	0.050077	0.0176	0.017455
SynPair15545	0.032926	0.0325	0.045891	0.05892	0.071242	0.02551	0.183144
SynPair31690	0.004793	0.016446	0.030918	0.018245	0.045546	0.009109	0.011014
SynPair6541	0.007846	0.013567	0.017924	0.059294	0.023157	0.006019	0.015778
SynPair17470	0.013413	0.029273	0.042448	0.045688	0.047594	0.013955	0.015195
SynPair56368	0.083389	0.087964	0.029906	0.02425	0.038858	0.011347	0.026701
SynPair15421	0.018867	0.182971	0.044707	0.045673	0.036603	0.026808	0.041911
SynPair422	0.014122	0.016126	0.044437	0.015832	0.050931	0.019541	0.002845
SynPair33875	0.003347	0.005042	0.008238	0.009372	0.042739	0.007295	0.013451
SynPair5582	0.033574	0.07037	0.210597	0.100685	0.431537	0.095206	0.058433
SynPair16586	0.010125	0.025299	0.046607	0.051128	0.068868	0.048019	0.028171
SynPair50153	0.006222	0.0166	0.035684	0.027735	0.05665	0.018132	0.008546
SynPair546	0.004304	0.013754	0.01909	0.033002	0.0555	0.01931	0.01731
SynPair30766	0.016862	0.016483	0.056296	0.06349	0.061998	0.025195	0.038303
SynPair10575	0.033873	0.067143	0.112455	0.117775	0.111856	0.059552	0.036732
SynPair10029	0.003438	0.005653	0.027153	0.018885	0.031892	0.028114	0.040692
SynPair51731	0.001822	0.005342	0.01602	0.033764	0.010676	0.004652	0.086049
SynPair33031	0.026313	0.011641	0.071518	0.048123	0.078167	0.013165	0.041334
SynPair12078	0.008938	0.035766	0.311037	0.064977	0.071164	0.034315	0.036782
SynPair56880	0.011964	0.12644	0.031988	0.042973	0.060866	0.024529	0.032177
SynPair50917	0.021617	0.035512	0.07626	0.070231	0.07965	0.055446	0.039661
SynPair51655	0.02863	0.03874	0.142154	0.160411	0.164993	0.072394	0.04724
SynPair4284	0.007546	0.014996	0.076866	0.070475	0.095465	0.023445	0.018719
SynPair48080	0.019312	0.008732	0.029214	0.02677	0.038357	0.017357	0.010756
SynPair6179	0.002567	0.02404	0.045038	0.020045	0.073699	0.014481	0.018774
SynPair5372	3e-06	2.5e-05	2.3e-05	2.8e-05	0.030442	4e-06	0.062478
SynPair4128	0.011541	0.024544	0.04083	0.032922	0.049302	0.020586	0.062754
SynPair29743	0.006052	0.002982	0.023482	0.054572	0.037731	0.00896	0.002999
SynPair17048	0.012484	0.027793	0.051192	0.038158	0.041016	0.037767	0.067071
SynPair5216	0.008364	0.025326	0.025229	0.030051	0.11049	0.018273	0.023552
SynPair22861	0.024625	0.042031	0.165507	0.097673	0.081753	0.049473	0.02192
SynPair40279	0.026366	0.030013	0.043002	0.069742	0.083229	0.019397	0.188707
SynPair41023	0.004344	0.020959	0.028696	0.016637	0.023073	0.010627	0.007942
SynPair24892	0.005282	1.1e-05	0.070134	0.075528	0.109916	0.020445	0.02725
SynPair22905	0.035931	0.014692	0.036455	0.036063	0.054861	0.017212	0.021963
SynPair27549	0.005833	0.022281	0.025451	0.029219	0.044508	0.014421	0.022942
SynPair25964	0.00265	0.00511	0.008013	0.010446	0.022114	0.009034	0.005332
SynPair64200	0.034876	0.026409	0.086911	0.043835	0.063887	0.029775	0.020851
SynPair25518	0.144055	0.050625	0.12569	0.062775	0.078825	0.04512	0.049232
SynPair47218	0.007783	0.030162	0.051449	0.045374	0.037136	0.032301	0.081072
SynPair66335	0.019476	0.010316	0.01455	0.029178	0.048178	0.019502	0.069694
SynPair58842	0.008653	1.3e-05	0.014993	0.02071	0.014544	0.004525	0.049794
SynPair8373	0.006548	0.008121	0.00327	0.001577	0.013056	1.5e-05	0.003268
SynPair7368	0.012223	0.012953	0.020238	0.028372	0.028113	0.00583	0.003022
SynPair48367	0.00497	0.011529	0.02323	0.04686	0.04249	0.011301	0.023817
SynPair6132	0.012559	0.035786	0.044836	0.054943	0.044795	0.024922	0.018027
SynPair57859	0.00856	0.021148	0.017828	0.043177	0.042326	0.034512	0.008948
SynPair35325	0.011034	0.008238	0.034166	0.088144	0.059791	0.017336	0.009867
SynPair17167	0.013772	0.049555	0.030367	0.039613	0.027467	0.034023	0.030959
SynPair37210	0.010466	0.013926	0.051975	0.075809	0.073628	0.006828	0.015259
SynPair15052	0.017678	0.006855	0.058136	0.06976	0.307346	0.031666	0.026241
SynPair68010	0.003553	0.012832	0.025595	0.0348	0.040021	0.014913	0.008938
SynPair13269	0.006832	0.018489	0.060651	0.044848	0.075184	0.023454	0.020118
SynPair1037	0.048273	0.133511	0.074669	0.050206	0.102535	0.029496	0.073855
SynPair3102	0.009639	0.009906	0.03096	0.035652	0.071434	0.022694	0.015578
SynPair135	0.021201	0.015639	0.031759	0.041607	0.079894	0.023408	0.01764
SynPair12157	1.9e-05	0.018924	0.019481	0.043701	0.011249	8e-06	8e-06
SynPair1153	0.005863	0.009199	0.024856	0.019359	0.033771	0.0142	0.010716
SynPair30315	4e-06	7e-06	0.02333	0.00415	0.012604	7e-06	0.021331
SynPair27502	0.011609	0.023231	0.173729	0.056875	0.043498	0.015338	0.0209
SynPair18053	0.027292	0.018412	0.01846	0.042518	0.085379	0.029319	0.032984
SynPair44058	0.015426	0.027089	0.040373	0.052015	0.076285	0.027266	0.022073
SynPair9006	0.035187	0.033869	0.070868	0.075655	0.081405	0.070758	0.150295
SynPair8338	0.008442	0.023202	0.042717	0.055138	0.062454	0.031304	0.017982
SynPair9162	0.007346	0.020677	0.042323	0.028801	0.037224	0.013965	0.028866
SynPair58809	0.022189	0.014594	0.03456	0.028681	0.030652	0.012477	0.025059
SynPair8094	0.019212	0.020412	0.064268	0.065562	0.077834	0.039593	0.217845
SynPair60145	0.005197	0.033869	0.049815	0.036141	0.029436	0.029187	0.052498
SynPair42042	0.05308	0.035613	0.022442	0.017499	0.084438	0.005841	0.053996
SynPair22713	0.017595	0.030603	0.068855	0.071096	0.081323	0.043372	0.057365
SynPair40013	0.006944	0.015762	0.110654	0.051618	0.066942	0.020466	0.014247
SynPair62251	0.006945	0.014375	0.027054	0.032636	0.051652	0.006807	0.012384
SynPair23549	0.025574	0.052152	0.203023	0.15172	0.209697	0.083237	0.026103
SynPair21800	0.023035	0.026295	0.057505	0.024439	0.089084	0.03994	0.198647
SynPair41081	0.01773	0.013399	0.024955	0.023507	0.037476	0.030152	0.035809
SynPair23781	0.003639	0.007824	0.023732	0.012581	0.030267	0.005339	0.008835
SynPair9343	0.001385	0.004043	0.044739	0.01058	0.041959	0.016274	0.016174
SynPair26861	0.00428	0.009216	0.023691	0.033914	0.02845	0.019278	0.046673
SynPair38105	0.008477	0.02283	0.038358	0.052556	0.057025	0.01767	0.038475
SynPair8119	0.055373	0.045333	0.144912	0.198736	0.094616	0.051818	0.043514
SynPair18316	0.016964	0.021961	0.085586	0.052038	0.072782	0.040008	0.014186
SynPair67305	0.163225	0.073522	0.080336	0.14732	0.117162	0.06517	0.137834
SynPair58654	0.005185	0.006858	0.045307	0.049544	0.107374	0.034337	0.020866
SynPair25772	0.013046	0.122135	0.061152	0.058808	0.071054	0.035495	0.012026
SynPair59916	0.077436	0.03249	0.04736	0.087943	0.07559	0.058891	0.058882
SynPair9227	0.004633	0.005941	0.020848	0.026811	0.030902	0.01375	0.011892
SynPair46228	0.023217	0.014381	0.043165	0.060281	0.074381	6e-06	0.014468
SynPair1372	0.004923	0.003005	0.008088	0.016202	0.012992	0.005832	0.006826
SynPair314	0.014233	0.013772	0.022875	0.020556	0.048978	0.021065	0.031768
SynPair2179	0.113438	0.13602	0.047267	0.100114	0.097607	0.01484	0.018788
SynPair3323	0.008987	0.014047	0.028044	0.02248	0.045646	0.028334	0.016341
SynPair12212	0.010017	0.026535	0.063757	0.037456	0.063406	0.016483	0.010341
SynPair11019	0.007654	0.014408	0.027438	0.033436	0.089067	0.013636	0.01222
SynPair29685	0.025575	0.028498	0.130086	0.092219	0.144818	0.030705	0.050271
SynPair3247	0.039668	0.065678	0.089376	0.085004	0.163817	0.020513	0.027132
SynPair14029	0.00585	0.017642	0.033406	0.029308	0.024787	0.01984	0.01207
SynPair51793	0.008435	0.007461	0.0299	0.074226	0.039511	0.013299	0.012137
SynPair17346	0.006454	7e-06	0.012205	0.012408	0.03487	0.006564	0.01307
SynPair57604	0.008466	0.015005	0.061355	0.035583	0.056209	0.018369	0.021703
SynPair35104	0.029968	0.038933	0.141582	0.053307	0.282063	0.065523	0.056393
SynPair13280	0.006087	0.013484	0.036847	0.033964	0.046385	0.015852	0.012519
SynPair30298	0.006131	0.014332	0.045389	0.02898	0.036455	0.016179	0.013073
SynPair6313	0.011741	0.01978	0.039308	0.017096	0.047802	0.038503	0.006069
SynPair29831	0.016164	0.033159	0.078756	0.091315	0.094841	0.048773	0.025631
SynPair15317	0.012116	0.00591	0.01619	0.018842	0.017073	0.009672	0.014238
SynPair56822	0.011005	0.018304	0.027353	0.019673	0.031544	0.026801	0.023645
SynPair39314	0.021344	0.03942	0.118325	0.116739	0.128643	0.044332	0.07814
SynPair64145	0.006855	0.008847	0.026656	0.0249	0.016062	0.012419	0.022132
SynPair46307	0.003434	0.012925	0.015666	0.018445	0.021022	0.006422	0.008769
SynPair66070	0.400772	0.298682	0.064582	0.064719	0.069209	0.023547	0.014651
SynPair22888	0.006939	0.014534	0.040637	0.029653	0.037515	0.02967	0.063908
SynPair18239	5e-06	0.003081	0.021871	0.027616	0.022829	2e-05	0.088152
SynPair75	0.006153	0.015744	0.050423	0.026949	0.060212	0.014074	0.012465
SynPair42009	0.017862	0.017704	0.055851	0.016042	0.048946	0.010864	0.089819
SynPair21553	5e-06	0.010241	0.01012	0.012304	0.041263	0.00694	0.008445
SynPair38386	0.003554	0.014657	0.025019	0.033898	0.042602	0.019292	0.025005
SynPair43337	9e-06	0.020011	0.071461	0.05275	0.065696	0.029952	0.023503
SynPair63124	1.3e-05	0.002468	0.024187	0.037555	0.057384	0.015297	0.013413
SynPair23466	0.002392	0.016485	0.03189	0.02919	0.037743	0.016635	0.015926
SynPair5037	0.01329	0.017863	0.058971	0.027517	0.05764	0.026027	0.022755
SynPair28738	0.002611	0.007517	0.031599	0.032631	0.038237	0.018096	0.020098
SynPair16033	0.002719	0.02402	0.183528	0.0456	0.037948	0.040181	0.022476
SynPair14062	0.008682	0.028449	0.052116	0.038236	0.057768	0.030485	0.013755
SynPair7066	0.015634	0.018593	0.139505	0.007327	0.049626	0.015532	0.01899
SynPair5153	0.020445	0.022808	0.056938	0.053348	0.050697	0.029334	0.029481
SynPair31089	0.006199	0.020338	0.029412	0.048575	0.039031	0.027814	0.014776
SynPair1095	0.008967	0.036748	0.057347	0.131249	0.076891	0.036006	1.030432
SynPair14106	0.002299	0.005799	0.027699	0.020804	0.019853	0.009379	0.023883
SynPair51808	0.004412	0.010483	0.036913	0.074157	0.072262	0.027421	0.065195
SynPair1339	0.004164	0.012715	0.03566	0.009434	0.028021	0.038484	0.016836
SynPair3368	0.052294	0.103634	0.101978	0.0916	0.228841	0.041325	0.192031
SynPair51474	0.007614	0.010738	0.013067	0.013686	0.020023	0.007648	0.007661
SynPair2132	0.003493	0.017386	0.029683	0.032485	0.033431	0.024491	0.004895
SynPair33374	0.022623	0.033202	0.058386	0.098959	0.109649	0.078426	0.04185
SynPair13003	0.043815	0.029992	0.106914	0.040919	0.081606	0.057248	0.02524
SynPair12259	0.067619	0.067141	0.182307	0.186406	0.226089	0.075064	0.084981
SynPair2056	4e-06	0.008228	0.003872	0.012965	0.03435	0.008269	0.03497
SynPair10208	0.019709	0.025864	0.299647	0.120598	0.271206	0.035432	0.02849
SynPair35387	0.003902	0.010426	0.012648	0.020366	0.028166	0.007824	0.007738
SynPair10754	0.004078	0.011068	0.022393	0.097746	0.048453	0.013453	0.016688
SynPair17499	0.007969	0.01731	0.050922	0.051817	0.043735	0.013989	0.0885
SynPair34481	0.004391	0.020275	0.032611	0.03786	0.03519	0.022425	0.01662
SynPair32516	0.015385	0.037299	0.10023	0.108455	0.097391	0.066508	0.029569
SynPair3750	0.038005	0.019154	0.04963	0.069336	0.039015	0.042832	0.012579
SynPair767	6e-06	0.002014	0.014354	0.010184	0.02244	0.008712	0.016431
SynPair7696	0.002125	0.008049	0.05306	0.024423	0.027508	0.012289	0.032069
SynPair2976	0.016888	0.020824	0.057752	0.111715	0.031018	0.017094	0.018417
SynPair12705	0.029636	0.030307	0.070124	0.063868	0.054903	0.049413	0.025642
SynPair32472	0.08423	0.012553	0.031428	0.031292	0.035046	0.013496	0.014206
SynPair3634	0.001935	0.003219	0.008664	0.021853	0.019978	0.007872	0.005726
SynPair13847	0.013653	0.012605	0.033357	0.054129	0.055297	0.024923	0.018841
SynPair34999	0.005329	0.001851	0.009057	0.007069	0.011231	0.001882	0.011565
SynPair12661	0.018163	0.017227	0.037017	0.04478	0.059592	0.030497	0.020922
SynPair17981	0.008303	0.012284	0.045727	0.054811	0.052689	0.033916	0.039703
SynPair4985	0.011928	0.012258	0.026672	0.028154	0.044016	0.010696	0.005794
SynPair1665	0.012053	0.013755	0.052589	0.052125	0.06051	0.03784	0.030726
SynPair13797	0.009697	0.010251	0.035409	0.052066	0.054614	0.035093	0.018637
SynPair37442	0.004316	0.041175	0.10132	0.170383	0.148644	0.068189	0.044657
SynPair16877	0.064866	0.051371	0.118121	0.091055	0.148313	0.039067	0.0539
SynPair4655	0.003365	0.012698	0.206511	0.040623	0.033079	0.02093	0.027759
SynPair57313	0.017999	0.030414	0.081636	0.045144	0.078832	0.049594	0.031933
SynPair3598	0.007665	0.009639	0.059782	0.033002	0.071162	0.027792	0.006153
SynPair7822	0.02245	0.03347	0.166962	0.098377	0.117014	0.049722	0.038611
SynPair7946	0.008591	0.006787	0.02283	0.036213	0.044535	0.019374	0.014888
SynPair35577	0.012918	0.028932	0.057638	0.079401	0.088079	0.027047	0.046178
SynPair22360	0.011631	0.016122	0.143086	0.044377	0.045012	0.017405	0.117443
SynPair60673	0.167454	0.110416	0.160556	0.033366	0.057302	0.024306	0.023116
SynPair24393	0.015014	0.021246	0.066236	0.055838	0.046924	0.029464	0.027373
SynPair39480	0.005076	0.004977	0.018149	0.007842	0.019822	0.005085	0.002477
SynPair42929	0.024491	0.026328	0.091646	0.0994	0.106403	0.050776	0.038111
