CommonID,sorghum3,maize4,paspalum3,subgenome
gene13253,Sobic.009G143700,Zm00001d038227,Pavagv31044334m,maize1
gene13254,Sobic.009G143900,Zm00001d038228,Pavagv31044336m,maize1
gene13255,Sobic.009G144050,Zm00001d038228,Pavagv31044336m,maize1
gene13256,Sobic.009G144200,Zm00001d038229,Pavagv31044337m,maize1
gene13257,Sobic.009G144500,Zm00001d038239,Pavagv31044340m,maize1
gene13258,Sobic.009G146100,Zm00001d038248,Pavagv31044362m,maize1
gene13259,Sobic.009G146400,Zm00001d038250,Pavagv31057344m,maize1
gene13260,Sobic.009G146700,Zm00001d038251,Pavagv31044371m,maize1
gene13261,Sobic.009G146800,Zm00001d038252,Pavagv31044372m,maize1
gene13262,Sobic.009G147000,Zm00001d038252,Pavagv31044372m,maize1
gene13263,Sobic.009G147200,Zm00001d038252,Pavagv31044372m,maize1
gene13264,Sobic.009G147500,Zm00001d038252,Pavagv31044372m,maize1
gene13265,Sobic.009G147800,Zm00001d038262,Pavagv31044373m,maize1
gene13266,Sobic.009G148000,Zm00001d038340,Pavagv31044376m,maize1
gene13267,Sobic.009G148100,Zm00001d038338,Pavagv31044378m,maize1
gene13268,Sobic.009G148300,Zm00001d038336,Pavagv31044380m,maize1
gene13269,Sobic.009G148700,Zm00001d038332,Pavagv31044383m,maize1
gene13270,Sobic.009G148800,Zm00001d038333,Pavagv31044386m,maize1
gene13271,Sobic.009G148900,Zm00001d038334,Pavagv31044391m,maize1
gene13272,Sobic.009G149000,Zm00001d038335,Pavagv31044392m,maize1
gene13273,Sobic.009G149300,Zm00001d038331,Pavagv31044395m,maize1
gene13274,Sobic.009G149500,Zm00001d038330,Pavagv31044397m,maize1
gene13275,Sobic.009G149600,Zm00001d038329,Pavagv31044398m,maize1
gene13276,Sobic.009G149700,Zm00001d038328,Pavagv31044399m,maize1
gene13277,Sobic.009G149800,Zm00001d038327,Pavagv31044400m,maize1
gene13278,Sobic.009G149900,Zm00001d038326,Pavagv31044401m,maize1
gene13279,Sobic.009G150000,Zm00001d038325,Pavagv31044402m,maize1
gene13280,Sobic.009G150500,Zm00001d038325,Pavagv31044402m,maize1
gene13281,Sobic.009G151400,Zm00001d038321,Pavagv31044414m,maize1
gene13282,Sobic.009G151600,Zm00001d038320,Pavagv31044415m,maize1
gene13283,Sobic.009G151700,Zm00001d038319,Pavagv31044416m,maize1
gene13284,Sobic.009G151800,Zm00001d038318,Pavagv31044417m,maize1
gene13285,Sobic.009G151900,Zm00001d038316,Pavagv31044419m,maize1
gene13286,Sobic.009G152000,Zm00001d038312,Pavagv31044420m,maize1
gene13287,Sobic.009G152100,Zm00001d038311,Pavagv31044421m,maize1
gene13288,Sobic.009G152200,Zm00001d038310,Pavagv31044424m,maize1
gene13289,Sobic.009G153200,Zm00001d038280,Pavagv31044437m,maize1
gene13290,Sobic.009G153400,Zm00001d038281,Pavagv31044443m,maize1
gene13291,Sobic.009G153800,Zm00001d038282,Pavagv31044448m,maize1
gene13292,Sobic.009G153900,Zm00001d038283,Pavagv31044449m,maize1
gene13293,Sobic.009G154000,Zm00001d038284,Pavagv31044450m,maize1
gene13294,Sobic.009G154100,Zm00001d038287,Pavagv31044451m,maize1
gene13295,Sobic.009G154200,Zm00001d038288,Pavagv31044452m,maize1
gene13296,Sobic.009G154300,Zm00001d038289,Pavagv31044454m,maize1
gene13297,Sobic.009G154500,Zm00001d038290,Pavagv31044456m,maize1
gene13298,Sobic.009G154700,Zm00001d038291,Pavagv31044462m,maize1
gene13299,Sobic.009G154800,Zm00001d038292,Pavagv31044462m,maize1
gene13300,Sobic.009G155050,Zm00001d038296,Pavagv31044465m,maize1
gene13301,Sobic.009G155200,Zm00001d038297,Pavagv31044474m,maize1
gene13302,Sobic.009G155300,Zm00001d038299,Pavagv31044476m,maize1
gene13303,Sobic.009G155500,Zm00001d038300,Pavagv31044480m,maize1
gene13304,Sobic.009G155800,Zm00001d038301,Pavagv31044483m,maize1
gene13305,Sobic.009G155900,Zm00001d038302,Pavagv31044485m,maize1
gene13306,Sobic.009G156200,Zm00001d038304,Pavagv31044492m,maize1
gene13307,Sobic.009G156600,Zm00001d038275,Pavagv31044495m,maize1
gene13308,Sobic.009G156900,Zm00001d038274,Pavagv31044505m,maize1
gene13309,Sobic.009G157200,Zm00001d038273,Pavagv31044510m,maize1
gene13310,Sobic.009G157300,Zm00001d038272,Pavagv31044511m,maize1
gene13311,Sobic.009G157500,Zm00001d038270,Pavagv31044512m,maize1
gene13312,Sobic.009G157600,Zm00001d038269,Pavagv31044514m,maize1
gene13313,Sobic.009G157700,Zm00001d038268,Pavagv31044516m,maize1
gene13314,Sobic.009G157900,Zm00001d038267,Pavagv31044517m,maize1
gene13315,Sobic.009G158000,Zm00001d038263,Pavagv31044519m,maize1
gene13316,Sobic.009G158200,Zm00001d038341,Pavagv31044523m,maize1
gene13317,Sobic.009G158400,Zm00001d038341,Pavagv31044523m,maize1
gene13318,Sobic.009G158500,Zm00001d038341,Pavagv31044523m,maize1
gene13319,Sobic.009G158600,Zm00001d038341,Pavagv31044523m,maize1
gene13320,Sobic.009G158700,Zm00001d038341,Pavagv31044523m,maize1
gene13321,Sobic.009G158900,Zm00001d038342,Pavagv31044525m,maize1
gene13322,Sobic.009G159000,Zm00001d038343,Pavagv31044526m,maize1
gene13323,Sobic.009G159100,Zm00001d038346,Pavagv31044527m,maize1
gene13324,Sobic.009G159200,Zm00001d038348,Pavagv31044528m,maize1
gene13325,Sobic.009G159400,Zm00001d038351,Pavagv31044529m,maize1
gene13326,Sobic.009G159700,Zm00001d038352,Pavagv31044535m,maize1
gene13327,Sobic.009G159900,Zm00001d038355,Pavagv31044538m,maize1
gene13328,Sobic.009G160000,Zm00001d038357,Pavagv31044539m,maize1
gene13329,Sobic.009G160100,Zm00001d038358,Pavagv31044540m,maize1
gene13330,Sobic.009G160500,Zm00001d038362,Pavagv31044543m,maize1
gene13331,Sobic.009G160600,Zm00001d038361,Pavagv31044544m,maize1
gene13332,Sobic.009G160900,Zm00001d038364,Pavagv31044555m,maize1
gene13333,Sobic.009G161100,Zm00001d038365,Pavagv31044557m,maize1
gene13334,Sobic.009G162000,Zm00001d038366,Pavagv31044570m,maize1
gene13335,Sobic.009G162100,Zm00001d038367,Pavagv31044571m,maize1
gene13336,Sobic.009G162200,Zm00001d038368,Pavagv31044572m,maize1
gene13337,Sobic.009G162300,Zm00001d038371,Pavagv31044574m,maize1
gene13338,Sobic.009G162800,Zm00001d038371,Pavagv31044578m,maize1
gene13339,Sobic.009G162900,Zm00001d038372,Pavagv31044583m,maize1
gene13340,Sobic.009G163400,Zm00001d038373,Pavagv31044592m,maize1
gene13341,Sobic.009G164000,Zm00001d038375,Pavagv31044597m,maize1
gene13342,Sobic.009G164100,Zm00001d038376,Pavagv31044598m,maize1
gene13343,Sobic.009G164500,Zm00001d038378,Pavagv31044604m,maize1
gene13344,Sobic.009G164600,Zm00001d038379,Pavagv31044605m,maize1
gene13345,Sobic.009G164700,Zm00001d038380,Pavagv31044606m,maize1
gene13346,Sobic.009G165100,Zm00001d038382,Pavagv31044612m,maize1
gene13347,Sobic.009G165200,Zm00001d038387,Pavagv31044615m,maize1
gene13348,Sobic.009G165300,Zm00001d038388,Pavagv31044617m,maize1
gene13349,Sobic.009G165400,Zm00001d038389,Pavagv31044618m,maize1
gene13350,Sobic.009G165500,Zm00001d038392,Pavagv31044620m,maize1
gene13351,Sobic.009G165700,Zm00001d038393,Pavagv31044621m,maize1
gene13352,Sobic.009G165900,Zm00001d038394,Pavagv31044624m,maize1
gene13353,Sobic.009G166000,Zm00001d038395,Pavagv31044626m,maize1
gene13354,Sobic.009G166100,Zm00001d038396,Pavagv31044627m,maize1
gene13355,Sobic.009G166200,Zm00001d038397,Pavagv31044628m,maize1
gene13356,Sobic.009G166600,Zm00001d038400,Pavagv31044635m,maize1
gene13357,Sobic.009G167100,Zm00001d038404,Pavagv31044643m,maize1
gene13358,Sobic.009G167400,Zm00001d038407,Pavagv31044647m,maize1
gene13359,Sobic.009G167600,Zm00001d038408,Pavagv31044649m,maize1
gene13360,Sobic.009G167800,Zm00001d038409,Pavagv31044652m,maize1
gene13361,Sobic.009G167900,Zm00001d038409,Pavagv31044654m,maize1
gene13362,Sobic.009G168500,Zm00001d038411,Pavagv31044658m,maize1
gene13363,Sobic.009G168700,Zm00001d038412,Pavagv31044660m,maize1
gene13364,Sobic.009G168900,Zm00001d038420,Pavagv31044663m,maize1
gene13365,Sobic.009G169100,Zm00001d038431,Pavagv31044667m,maize1
gene13366,Sobic.009G169400,Zm00001d038432,Pavagv31044673m,maize1
gene13367,Sobic.009G169650,Zm00001d038446,Pavagv31044675m,maize1
gene13368,Sobic.009G169900,Zm00001d038445,Pavagv31044677m,maize1
gene13369,Sobic.009G170100,Zm00001d038442,Pavagv31044679m,maize1
gene13370,Sobic.009G170500,Zm00001d038437,Pavagv31044685m,maize1
gene13371,Sobic.009G170700,Zm00001d038436,Pavagv31044687m,maize1
gene13372,Sobic.009G170800,Zm00001d038446,Pavagv31044688m,maize1
gene13373,Sobic.009G171000,Zm00001d038447,Pavagv31044698m,maize1
gene13374,Sobic.009G171100,Zm00001d038448,Pavagv31044699m,maize1
gene13375,Sobic.009G171200,Zm00001d038449,Pavagv31044700m,maize1
gene13376,Sobic.009G171400,Zm00001d038449,Pavagv31044706m,maize1
gene13377,Sobic.009G171500,Zm00001d038450,Pavagv31044708m,maize1
gene13378,Sobic.009G171600,Zm00001d038451,Pavagv31044712m,maize1
gene13379,Sobic.009G172400,Zm00001d038452,Pavagv31044717m,maize1
gene13380,Sobic.009G172500,Zm00001d038453,Pavagv31044719m,maize1
gene13381,Sobic.009G172600,Zm00001d038465,Pavagv31044721m,maize1
gene13382,Sobic.009G172700,Zm00001d038466,Pavagv31044722m,maize1
gene13383,Sobic.009G172950,Zm00001d038467,Pavagv31044724m,maize1
gene13384,Sobic.009G173200,Zm00001d038469,Pavagv31044726m,maize1
gene13385,Sobic.009G173300,Zm00001d038471,Pavagv31044727m,maize1
gene13386,Sobic.009G173400,Zm00001d038473,Pavagv31044823m,maize1
gene13387,Sobic.009G173700,Zm00001d038476,Pavagv31044821m,maize1
gene13388,Sobic.009G173800,Zm00001d038478,Pavagv31044820m,maize1
gene13389,Sobic.009G173900,Zm00001d038479,Pavagv31044818m,maize1
gene13390,Sobic.009G174000,Zm00001d038480,Pavagv31044817m,maize1
gene13391,Sobic.009G174100,Zm00001d038481,Pavagv31044816m,maize1
gene13392,Sobic.009G174400,Zm00001d038483,Pavagv31044808m,maize1
gene13393,Sobic.009G174700,Zm00001d038485,Pavagv31044804m,maize1
gene13394,Sobic.009G174800,Zm00001d038486,Pavagv31044802m,maize1
gene13395,Sobic.009G175100,Zm00001d038487,Pavagv31044800m,maize1
gene13396,Sobic.009G175200,Zm00001d038489,Pavagv31044797m,maize1
gene13397,Sobic.009G175400,Zm00001d038490,Pavagv31044796m,maize1
gene13398,Sobic.009G175500,Zm00001d038491,Pavagv31044795m,maize1
gene13399,Sobic.009G175600,Zm00001d038494,Pavagv31044792m,maize1
gene13400,Sobic.009G175800,Zm00001d038504,Pavagv31044788m,maize1
gene13401,Sobic.009G175900,Zm00001d038506,Pavagv31044783m,maize1
gene13402,Sobic.009G176000,Zm00001d038508,Pavagv31044782m,maize1
gene13403,Sobic.009G176200,Zm00001d038509,Pavagv31044781m,maize1
gene13404,Sobic.009G176300,Zm00001d038510,Pavagv31044780m,maize1
gene13405,Sobic.009G176400,Zm00001d038511,Pavagv31044779m,maize1
gene13406,Sobic.009G176700,Zm00001d038513,Pavagv31044776m,maize1
gene13407,Sobic.009G176800,Zm00001d038514,Pavagv31044775m,maize1
gene13408,Sobic.009G176900,Zm00001d038517,Pavagv31044774m,maize1
gene13409,Sobic.009G177100,Zm00001d038518,Pavagv31044772m,maize1
gene13410,Sobic.009G177300,Zm00001d038521,Pavagv31044770m,maize1
gene13411,Sobic.009G177400,Zm00001d038522,Pavagv31044769m,maize1
gene13412,Sobic.009G177500,Zm00001d038525,Pavagv31044764m,maize1
gene13413,Sobic.009G177800,Zm00001d038523,Pavagv31044745m,maize1
gene13414,Sobic.009G178000,Zm00001d038527,Pavagv31044739m,maize1
gene13415,Sobic.009G178200,Zm00001d038529,Pavagv31044734m,maize1
gene13416,Sobic.009G178300,Zm00001d038530,Pavagv31044733m,maize1
gene13417,Sobic.009G178400,Zm00001d038531,Pavagv31044732m,maize1
gene13418,Sobic.009G178500,Zm00001d038532,Pavagv31044731m,maize1
gene13419,Sobic.009G178600,Zm00001d038533,Pavagv31044729m,maize1
gene13420,Sobic.009G179000,Zm00001d038534,Pavagv31044833m,maize1
gene13421,Sobic.009G179100,Zm00001d038535,Pavagv31044834m,maize1
gene13422,Sobic.009G179200,Zm00001d038536,Pavagv31044835m,maize1
gene13423,Sobic.009G179300,Zm00001d038537,Pavagv31044836m,maize1
gene13424,Sobic.009G179400,Zm00001d038538,Pavagv31044839m,maize1
gene13425,Sobic.009G179700,Zm00001d038541,Pavagv31044840m,maize1
gene13426,Sobic.009G179800,Zm00001d038542,Pavagv31044841m,maize1
gene13427,Sobic.009G180000,Zm00001d038543,Pavagv31044842m,maize1
gene13428,Sobic.009G180400,Zm00001d038534,Pavagv31044845m,maize1
gene13429,Sobic.009G180500,Zm00001d038546,Pavagv31044846m,maize1
gene13430,Sobic.009G180800,Zm00001d038547,Pavagv31044855m,maize1
gene13431,Sobic.009G180900,Zm00001d038548,Pavagv31044856m,maize1
gene13432,Sobic.009G181200,Zm00001d038549,Pavagv31044860m,maize1
gene13433,Sobic.009G181300,Zm00001d038551,Pavagv31044860m,maize1
gene13434,Sobic.009G181400,Zm00001d038552,Pavagv31044861m,maize1
gene13435,Sobic.009G181600,Zm00001d038553,Pavagv31044863m,maize1
gene13436,Sobic.009G181700,Zm00001d038554,Pavagv31044864m,maize1
gene13437,Sobic.009G181800,Zm00001d038555,Pavagv31044866m,maize1
gene13438,Sobic.009G181900,Zm00001d038557,Pavagv31044867m,maize1
gene13439,Sobic.009G182000,Zm00001d038558,Pavagv31044868m,maize1
gene13440,Sobic.009G182100,Zm00001d038558,Pavagv31044868m,maize1
gene13441,Sobic.009G182200,Zm00001d038562,Pavagv31044869m,maize1
gene13442,Sobic.009G182400,Zm00001d038563,Pavagv31044870m,maize1
gene13443,Sobic.009G182700,Zm00001d038572,Pavagv31044873m,maize1
gene13444,Sobic.009G182800,Zm00001d038574,Pavagv31044875m,maize1
gene13445,Sobic.009G183200,Zm00001d038576,Pavagv31044878m,maize1
gene13446,Sobic.009G183400,Zm00001d038577,Pavagv31044881m,maize1
gene13447,Sobic.009G183500,Zm00001d038578,Pavagv31044882m,maize1
gene13448,Sobic.009G183700,Zm00001d038579,Pavagv31044885m,maize1
gene13449,Sobic.009G184100,Zm00001d038581,Pavagv31044889m,maize1
gene13450,Sobic.009G184200,Zm00001d038583,Pavagv31044890m,maize1
gene13451,Sobic.009G184300,Zm00001d038584,Pavagv31044891m,maize1
gene13452,Sobic.009G184400,Zm00001d038585,Pavagv31044894m,maize1
gene13453,Sobic.009G184600,Zm00001d038587,Pavagv31044895m,maize1
gene13454,Sobic.009G184900,Zm00001d038589,Pavagv31044897m,maize1
gene13455,Sobic.009G185501,Zm00001d038593,Pavagv31044917m,maize1
gene13456,Sobic.009G185800,Zm00001d038594,Pavagv31044904m,maize1
gene13457,Sobic.009G185900,Zm00001d038595,Pavagv31044907m,maize1
gene13458,Sobic.009G186100,Zm00001d038596,Pavagv31044909m,maize1
gene13459,Sobic.009G186400,Zm00001d038597,Pavagv31044912m,maize1
gene13460,Sobic.009G186500,Zm00001d038598,Pavagv31044913m,maize1
gene13461,Sobic.009G186600,Zm00001d038599,Pavagv31044914m,maize1
gene13462,Sobic.009G186700,Zm00001d038600,Pavagv31044915m,maize1
gene13463,Sobic.009G186800,Zm00001d038604,Pavagv31044916m,maize1
gene13464,Sobic.009G186900,Zm00001d038604,Pavagv31044916m,maize1
gene13465,Sobic.009G187000,Zm00001d038605,Pavagv31044918m,maize1
gene13466,Sobic.009G187100,Zm00001d038606,Pavagv31044919m,maize1
gene13467,Sobic.009G187200,Zm00001d038605,Pavagv31044918m,maize1
gene13468,Sobic.009G187300,Zm00001d038607,Pavagv31044921m,maize1
gene13469,Sobic.009G187400,Zm00001d038608,Pavagv31044922m,maize1
gene13470,Sobic.009G187500,Zm00001d038609,Pavagv31044923m,maize1
gene13471,Sobic.009G187600,Zm00001d038610,Pavagv31044925m,maize1
gene13472,Sobic.009G187900,Zm00001d038612,Pavagv31044927m,maize1
gene13473,Sobic.009G188000,Zm00001d038613,Pavagv31044928m,maize1
gene13474,Sobic.009G188300,Zm00001d038616,Pavagv31044932m,maize1
gene13475,Sobic.009G188500,Zm00001d038617,Pavagv31044933m,maize1
gene13476,Sobic.009G188800,Zm00001d038618,Pavagv31044934m,maize1
gene13477,Sobic.009G188900,Zm00001d038620,Pavagv31044935m,maize1
gene13478,Sobic.009G189100,Zm00001d038622,Pavagv31044940m,maize1
gene13479,Sobic.009G189200,Zm00001d038623,Pavagv31044942m,maize1
gene13480,Sobic.009G189300,Zm00001d038624,Pavagv31044943m,maize1
gene13481,Sobic.009G189400,Zm00001d038625,Pavagv31044944m,maize1
gene13482,Sobic.009G189501,Zm00001d038626,Pavagv31044948m,maize1
gene13483,Sobic.009G189700,Zm00001d038638,Pavagv31044956m,maize1
gene13484,Sobic.009G189900,Zm00001d038641,Pavagv31044963m,maize1
gene13485,Sobic.009G190000,Zm00001d038642,Pavagv31044964m,maize1
gene13486,Sobic.009G190100,Zm00001d038643,Pavagv31044965m,maize1
gene13487,Sobic.009G190200,Zm00001d038644,Pavagv31044966m,maize1
gene13488,Sobic.009G190300,Zm00001d038646,Pavagv31044968m,maize1
gene13489,Sobic.009G190400,Zm00001d038647,Pavagv31044970m,maize1
gene13490,Sobic.009G190500,Zm00001d038648,Pavagv31044974m,maize1
gene13491,Sobic.009G190600,Zm00001d038650,Pavagv31044975m,maize1
gene13492,Sobic.009G190700,Zm00001d038651,Pavagv31044976m,maize1
gene13493,Sobic.009G190800,Zm00001d038652,Pavagv31044976m,maize1
gene13494,Sobic.009G190900,Zm00001d038654,Pavagv31044977m,maize1
gene13495,Sobic.009G191000,Zm00001d038655,Pavagv31044979m,maize1
gene13496,Sobic.009G191100,Zm00001d038657,Pavagv31044981m,maize1
gene13497,Sobic.009G191400,Zm00001d038658,Pavagv31044988m,maize1
gene13498,Sobic.009G191600,Zm00001d038660,Pavagv31044990m,maize1
gene13499,Sobic.009G191700,Zm00001d038661,Pavagv31044991m,maize1
gene13500,Sobic.009G192600,Zm00001d038665,Pavagv31045004m,maize1
gene13501,Sobic.009G192700,Zm00001d038667,Pavagv31045006m,maize1
gene13502,Sobic.009G192800,Zm00001d038668,Pavagv31045008m,maize1
gene13503,Sobic.009G193200,Zm00001d038668,Pavagv31045008m,maize1
gene13504,Sobic.009G193300,Zm00001d038671,Pavagv31045011m,maize1
gene13505,Sobic.009G193400,Zm00001d038672,Pavagv31045013m,maize1
gene13506,Sobic.009G193500,Zm00001d038673,Pavagv31045014m,maize1
gene13507,Sobic.009G194200,Zm00001d038676,Pavagv31045018m,maize1
gene13508,Sobic.009G194500,Zm00001d038678,Pavagv31045022m,maize1
gene13509,Sobic.009G194600,Zm00001d038680,Pavagv31045023m,maize1
gene13510,Sobic.009G194900,Zm00001d038682,Pavagv31045027m,maize1
gene13511,Sobic.009G195000,Zm00001d038683,Pavagv31045031m,maize1
gene13512,Sobic.009G195200,Zm00001d038684,Pavagv31045035m,maize1
gene13513,Sobic.009G195300,Zm00001d038685,Pavagv31045037m,maize1
gene13514,Sobic.009G195400,Zm00001d038686,Pavagv31045040m,maize1
gene13515,Sobic.009G195500,Zm00001d038687,Pavagv31045041m,maize1
gene13516,Sobic.009G195600,Zm00001d038688,Pavagv31045043m,maize1
gene13517,Sobic.009G195700,Zm00001d038689,Pavagv31045047m,maize1
gene13518,Sobic.009G195800,Zm00001d038690,Pavagv31045048m,maize1
gene13519,Sobic.009G195900,Zm00001d038691,Pavagv31045050m,maize1
gene13520,Sobic.009G196001,Zm00001d038692,Pavagv31045051m,maize1
gene13521,Sobic.009G196100,Zm00001d038693,Pavagv31045060m,maize1
gene13522,Sobic.009G196300,Zm00001d038695,Pavagv31045062m,maize1
gene13523,Sobic.009G196400,Zm00001d038696,Pavagv31045063m,maize1
gene13524,Sobic.009G196500,Zm00001d038697,Pavagv31045066m,maize1
gene13525,Sobic.009G196600,Zm00001d038697,Pavagv31045066m,maize1
gene13526,Sobic.009G196900,Zm00001d038698,Pavagv31045070m,maize1
gene13527,Sobic.009G197000,Zm00001d038699,Pavagv31045074m,maize1
gene13528,Sobic.009G197100,Zm00001d038699,Pavagv31045078m,maize1
gene13529,Sobic.009G197400,Zm00001d038699,Pavagv31045078m,maize1
gene13530,Sobic.009G197600,Zm00001d038700,Pavagv31045075m,maize1
gene13531,Sobic.009G197800,Zm00001d038702,Pavagv31045075m,maize1
gene13532,Sobic.009G198000,Zm00001d038703,Pavagv31045075m,maize1
gene13533,Sobic.009G198100,Zm00001d038704,Pavagv31045082m,maize1
gene13534,Sobic.009G198300,Zm00001d038706,Pavagv31045084m,maize1
gene13535,Sobic.009G198400,Zm00001d038708,Pavagv31045087m,maize1
gene13536,Sobic.009G198500,Zm00001d038709,Pavagv31045088m,maize1
gene13537,Sobic.009G198600,Zm00001d038712,Pavagv31045089m,maize1
gene13538,Sobic.009G198800,Zm00001d038714,Pavagv31045091m,maize1
gene13539,Sobic.009G199601,Zm00001d038718,Pavagv31045095m,maize1
gene13540,Sobic.009G199700,Zm00001d038719,Pavagv31045096m,maize1
gene13541,Sobic.009G199800,Zm00001d038724,Pavagv31045097m,maize1
gene13542,Sobic.009G199900,Zm00001d038725,Pavagv31045098m,maize1
gene13543,Sobic.009G200200,Zm00001d038728,Pavagv31045102m,maize1
gene13544,Sobic.009G200300,Zm00001d038729,Pavagv31045103m,maize1
gene13545,Sobic.009G200400,Zm00001d038814,Pavagv31045104m,maize1
gene13546,Sobic.009G200500,Zm00001d038812,Pavagv31045106m,maize1
gene13547,Sobic.009G200700,Zm00001d038810,Pavagv31045108m,maize1
gene13548,Sobic.009G200800,Zm00001d038809,Pavagv31045109m,maize1
gene13549,Sobic.009G201200,Zm00001d038807,Pavagv31045117m,maize1
gene13550,Sobic.009G201500,Zm00001d038806,Pavagv31045119m,maize1
gene13551,Sobic.009G201600,Zm00001d038805,Pavagv31045120m,maize1
gene13552,Sobic.009G201700,Zm00001d038804,Pavagv31045121m,maize1
gene13553,Sobic.009G201800,Zm00001d038803,Pavagv31045123m,maize1
gene13554,Sobic.009G202000,Zm00001d038801,Pavagv31045126m,maize1
gene13555,Sobic.009G202400,Zm00001d038799,Pavagv31045128m,maize1
gene13556,Sobic.009G202801,Zm00001d038797,Pavagv31045132m,maize1
gene13557,Sobic.009G203000,Zm00001d038796,Pavagv31045136m,maize1
gene13558,Sobic.009G203200,Zm00001d038794,Pavagv31045139m,maize1
gene13559,Sobic.009G203400,Zm00001d038793,Pavagv31045140m,maize1
gene13560,Sobic.009G203500,Zm00001d038792,Pavagv31045142m,maize1
gene13561,Sobic.009G203600,Zm00001d038791,Pavagv31045143m,maize1
gene13562,Sobic.009G203700,Zm00001d038784,Pavagv31045145m,maize1
gene13563,Sobic.009G204100,Zm00001d038780,Pavagv31045148m,maize1
gene13564,Sobic.009G204200,Zm00001d038779,Pavagv31045149m,maize1
gene13565,Sobic.009G204601,Zm00001d038775,Pavagv31045154m,maize1
gene13566,Sobic.009G205100,Zm00001d038772,Pavagv31045158m,maize1
gene13567,Sobic.009G205200,Zm00001d038769,Pavagv31045162m,maize1
gene13568,Sobic.009G205300,Zm00001d038768,Pavagv31045163m,maize1
gene13569,Sobic.009G205400,Zm00001d038766,Pavagv31045164m,maize1
gene13570,Sobic.009G205600,Zm00001d038765,Pavagv31045166m,maize1
gene13571,Sobic.009G205700,Zm00001d038764,Pavagv31045170m,maize1
gene13572,Sobic.009G206300,Zm00001d038763,Pavagv31045166m,maize1
gene13573,Sobic.009G206400,Zm00001d038763,Pavagv31045166m,maize1
gene13574,Sobic.009G206500,Zm00001d038762,Pavagv31045182m,maize1
gene13575,Sobic.009G206800,Zm00001d038761,Pavagv31045186m,maize1
gene13576,Sobic.009G207000,Zm00001d038756,Pavagv31045187m,maize1
gene13577,Sobic.009G207100,Zm00001d038755,Pavagv31045188m,maize1
gene13578,Sobic.009G207200,Zm00001d038754,Pavagv31045189m,maize1
gene13579,Sobic.009G207300,Zm00001d038753,Pavagv31045191m,maize1
gene13580,Sobic.009G207400,Zm00001d038752,Pavagv31045192m,maize1
gene13581,Sobic.009G207600,Zm00001d038751,Pavagv31045199m,maize1
gene13582,Sobic.009G207700,Zm00001d038750,Pavagv31045200m,maize1
gene13583,Sobic.009G207800,Zm00001d038748,Pavagv31045201m,maize1
gene13584,Sobic.009G207900,Zm00001d038747,Pavagv31045203m,maize1
gene13585,Sobic.009G208000,Zm00001d038746,Pavagv31045205m,maize1
gene13586,Sobic.009G208100,Zm00001d038745,Pavagv31045206m,maize1
gene13587,Sobic.009G208300,Zm00001d038742,Pavagv31045207m,maize1
gene13588,Sobic.009G208600,Zm00001d038741,Pavagv31045210m,maize1
gene13589,Sobic.009G208700,Zm00001d038740,Pavagv31045211m,maize1
gene13590,Sobic.009G208800,Zm00001d038739,Pavagv31045213m,maize1
gene13591,Sobic.009G209200,Zm00001d038737,Pavagv31045220m,maize1
gene13592,Sobic.009G210000,Zm00001d038734,Pavagv31045226m,maize1
gene13593,Sobic.009G210100,Zm00001d038733,Pavagv31045227m,maize1
gene13594,Sobic.009G210200,Zm00001d038732,Pavagv31045228m,maize1
gene13595,Sobic.009G210300,Zm00001d038730,Pavagv31045229m,maize1
gene13596,Sobic.009G210500,Zm00001d038815,Pavagv31045232m,maize1
gene13597,Sobic.009G210600,Zm00001d038820,Pavagv31045238m,maize1
gene13598,Sobic.009G210900,Zm00001d038823,Pavagv31045243m,maize1
gene13599,Sobic.009G211000,Zm00001d038824,Pavagv31045244m,maize1
gene13600,Sobic.009G211100,Zm00001d038825,Pavagv31045245m,maize1
gene13601,Sobic.009G211200,Zm00001d038829,Pavagv31045249m,maize1
gene13602,Sobic.009G211400,Zm00001d038830,Pavagv31045252m,maize1
gene13603,Sobic.009G211600,Zm00001d038831,Pavagv31045262m,maize1
gene13604,Sobic.009G212000,Zm00001d038835,Pavagv31045264m,maize1
gene13605,Sobic.009G212100,Zm00001d038838,Pavagv31045265m,maize1
gene13606,Sobic.009G212400,Zm00001d038840,Pavagv31045267m,maize1
gene13607,Sobic.009G212600,Zm00001d038841,Pavagv31045269m,maize1
gene13608,Sobic.009G212700,Zm00001d038842,Pavagv31045276m,maize1
gene13609,Sobic.009G212800,Zm00001d038843,Pavagv31045277m,maize1
gene13610,Sobic.009G212900,Zm00001d038845,Pavagv31045278m,maize1
gene13611,Sobic.009G213000,Zm00001d038846,Pavagv31045279m,maize1
gene13612,Sobic.009G213100,Zm00001d038847,Pavagv31045280m,maize1
gene13613,Sobic.009G213300,Zm00001d038849,Pavagv31045282m,maize1
gene13614,Sobic.009G213400,Zm00001d038850,Pavagv31045283m,maize1
gene13615,Sobic.009G213500,Zm00001d038851,Pavagv31045284m,maize1
gene13616,Sobic.009G213600,Zm00001d038852,Pavagv31045285m,maize1
gene13617,Sobic.009G213800,Zm00001d038853,Pavagv31045288m,maize1
gene13618,Sobic.009G213900,Zm00001d038854,Pavagv31045289m,maize1
gene13619,Sobic.009G213950,Zm00001d038855,Pavagv31045290m,maize1
