CommonID,Sorghum,Setaria,Oropetium,Rice,Brachy,Paspalum,Maize
SynPair20265,Sobic.005G155900,Seita.8G153200,Ot_Chr8_20551,LOC_Os11g35390,Bradi4g16290,Pavagv31028414m,Zm00001d053124
SynPair20267,Sobic.005G156100,Seita.8G153500,Ot_Chr8_20552,LOC_Os11g35400,Bradi4g16280,Pavagv31028415m,Zm00001d053127
SynPair20278,Sobic.005G157000,Seita.8G156900,Ot_Chr8_20559,LOC_Os11g36070,Bradi4g16140,Pavagv31028590m,Zm00001d052922
SynPair20279,Sobic.005G157100,Seita.8G156800,Ot_Chr8_20557,LOC_Os11g36060,Bradi4g16160,Pavagv31028588m,Zm00001d052921
SynPair20281,Sobic.005G157300,Seita.8G156500,Ot_Chr8_20555,LOC_Os11g36030,Bradi4g16180,Pavagv31028584m,Zm00001d052918
SynPair20290,Sobic.005G158300,Seita.8G154900,Ot_Chr8_20554,LOC_Os11g35870,Bradi4g16230,Pavagv31028580m,Zm00001d052911
SynPair20301,Sobic.005G159600,Seita.8G157800,Ot_Chr8_20560,LOC_Os11g36340,Bradi4g16050,Pavagv31028426m,Zm00001d052928
SynPair20307,Sobic.005G160400,Seita.8G158300,Ot_Chr8_20564,LOC_Os11g36430,Bradi4g16000,Pavagv31028431m,Zm00001d052930
SynPair20308,Sobic.005G160500,Seita.8G158400,Ot_Chr8_20565,LOC_Os11g36440,Bradi4g16010,Pavagv31028435m,Zm00001d052932
SynPair20309,Sobic.005G160600,Seita.8G158500,Ot_Chr8_n38578,LOC_Os11g36450,Bradi4g16020,Pavagv31028436m,Zm00001d052933
SynPair20329,Sobic.005G162600,Seita.8G159200,Ot_Chr8_n38575,LOC_Os11g36480,Bradi4g15700,Pavagv31028453m,Zm00001d052941
SynPair20331,Sobic.005G162900,Seita.8G159800,Ot_Chr8_20588,LOC_Os11g36560,Bradi4g15440,Pavagv31028456m,Zm00001d052947
SynPair20337,Sobic.005G163500,Seita.8G160300,Ot_Chr8_20588,LOC_Os11g36960,Bradi4g15440,Pavagv31028456m,Zm00001d052947
SynPair20338,Sobic.005G163600,Seita.8G160400,Ot_Chr8_n39106,LOC_Os11g36960,Bradi4g15440,Pavagv31028455m,Zm00001d052947
SynPair20348,Sobic.005G164500,Seita.8G161600,Ot_Chr8_20600,LOC_Os11g37070,Bradi4g15360,Pavagv31028466m,Zm00001d052951
SynPair20349,Sobic.005G164700,Seita.8G161700,Ot_Chr8_20601,LOC_Os11g37080,Bradi4g15350,Pavagv31028468m,Zm00001d052952
SynPair20351,Sobic.005G164900,Seita.8G161900,Ot_Chr8_20603,LOC_Os11g37100,Bradi4g15330,Pavagv31028472m,Zm00001d052955
SynPair20359,Sobic.005G165566,Seita.8G163300,Ot_Chr8_20608,LOC_Os11g37320,Bradi4g15420,Pavagv31028500m,Zm00001d052956
SynPair20362,Sobic.005G165800,Seita.8G163600,Ot_Chr8_n38555,LOC_Os11g37260,Bradi4g15200,Pavagv31028506m,Zm00001d052961
SynPair20364,Sobic.005G165900,Seita.8G163700,Ot_Chr8_20614,LOC_Os11g37230,Bradi4g15190,Pavagv31028508m,Zm00001d052962
SynPair20367,Sobic.005G166200,Seita.8G164400,Ot_Chr8_n38552,LOC_Os11g37210,Bradi4g15170,Pavagv31028522m,Zm00001d052963
SynPair20368,Sobic.005G166100,Seita.8G164500,Ot_Chr8_n38549,LOC_Os11g37200,Bradi4g15160,Pavagv31028523m,Zm00001d052964
SynPair20372,Sobic.005G166500,Seita.8G166000,Ot_Chr8_20621,LOC_Os11g37190,Bradi4g15153,Pavagv31028524m,Zm00001d052967
SynPair20386,Sobic.005G167800,Seita.8G167700,Ot_Chr8_20628,LOC_Os11g37560,Bradi4g15010,Pavagv31028637m,Zm00001d052977
SynPair20388,Sobic.005G168100,Seita.8G168300,Ot_Chr8_n38542,LOC_Os11g37640,Bradi4g15000,Pavagv31028645m,Zm00001d052978
SynPair20391,Sobic.005G168400,Seita.8G168600,Ot_Chr8_20634,LOC_Os11g37670,Bradi4g14970,Pavagv31028655m,Zm00001d052981
SynPair20394,Sobic.005G168700,Seita.8G168900,Ot_Chr8_20639,LOC_Os11g37900,Bradi4g14937,Pavagv31028659m,Zm00001d048953
SynPair20397,Sobic.005G169000,Seita.8G168900,Ot_Chr8_20639,LOC_Os11g37900,Bradi4g14937,Pavagv31028659m,Zm00001d048953
SynPair20399,Sobic.005G169200,Seita.8G169900,Ot_Chr8_n39104,LOC_Os11g37950,Bradi4g14920,Pavagv31028665m,Zm00001d048950
SynPair20400,Sobic.005G169300,Seita.8G170000,Ot_Chr8_20642,LOC_Os11g37970,Bradi4g14920,Pavagv31028671m,Zm00001d048948
SynPair20401,Sobic.005G169400,Seita.8G170000,Ot_Chr8_n39104,LOC_Os11g37950,Bradi4g14920,Pavagv31028672m,Zm00001d048947
SynPair20404,Sobic.005G169700,Seita.8G170400,Ot_Chr8_20645,LOC_Os11g38010,Bradi4g14870,Pavagv31056549m,Zm00001d048945
SynPair20405,Sobic.005G169800,Seita.8G170500,Ot_Chr8_20646,LOC_Os11g38020,Bradi4g14850,Pavagv31056550m,Zm00001d048944
SynPair20407,Sobic.005G170000,Seita.8G170700,Ot_Chr8_20654,LOC_Os11g38040,Bradi4g14807,Pavagv31056552m,Zm00001d048943
SynPair20430,Sobic.005G172200,Seita.8G171700,Ot_Chr8_n38538,LOC_Os11g38200,Bradi4g14657,Pavagv31028732m,Zm00001d048930
SynPair20431,Sobic.005G172300,Seita.8G173600,Ot_Chr8_20653,LOC_Os11g38200,Bradi4g14657,Pavagv31028732m,Zm00001d048930
SynPair20464,Sobic.005G175900,Seita.8G176100,Ot_Chr8_20678,LOC_Os11g38790,Bradi4g14260,Pavagv31053068m,Zm00001d048909
SynPair20465,Sobic.005G176000,Seita.8G176200,Ot_Chr8_n38532,LOC_Os11g38800,Bradi4g14247,Pavagv31053066m,Zm00001d048908
SynPair20466,Sobic.005G176100,Seita.8G176300,Ot_Chr8_20681,LOC_Os11g38810,Bradi4g14237,Pavagv31053065m,Zm00001d048907
SynPair20481,Sobic.005G177800,Seita.8G180600,Ot_Chr8_n38524,LOC_Os11g38870,Bradi4g14190,Pavagv31028882m,Zm00001d048901
SynPair20482,Sobic.005G177900,Seita.8G180700,Ot_Chr8_n38523,LOC_Os11g38920,Bradi4g14170,Pavagv31028883m,Zm00001d048899
SynPair20508,Sobic.005G180700,Seita.8G183600,Ot_Chr8_n38514,LOC_Os11g39130,Bradi4g14040,Pavagv31028916m,Zm00001d048893
SynPair20512,Sobic.005G181000,Seita.8G183900,Ot_Chr8_27628,LOC_Os11g39220,Bradi4g14090,Pavagv31028922m,Zm00001d048890
SynPair20526,Sobic.005G182400,Seita.8G186000,Ot_Chr8_26548,LOC_Os11g39370,Bradi4g14000,Pavagv31052055m,Zm00001d048877
SynPair20534,Sobic.005G183200,Seita.8G187000,Ot_Chr8_n39081,LOC_Os11g39540,Bradi4g13970,Pavagv31028995m,Zm00001d048868
SynPair20545,Sobic.005G184200,Seita.8G189700,Ot_Chr8_25337,LOC_Os11g39650,Bradi4g13950,Pavagv31029029m,Zm00001d048857
SynPair20546,Sobic.005G184300,Seita.8G189800,Ot_Chr8_n39077,LOC_Os11g39670,Bradi4g13940,Pavagv31029031m,Zm00001d048856
SynPair20564,Sobic.005G186100,Seita.8G194900,Ot_Chr8_n39068,LOC_Os11g39990,Bradi4g13650,Pavagv31029053m,Zm00001d048841
SynPair20568,Sobic.005G186400,Seita.8G194900,Ot_Chr8_n39067,LOC_Os11g39990,Bradi4g13650,Pavagv31029053m,Zm00001d048841
SynPair20573,Sobic.005G187000,Seita.8G192900,Ot_Chr8_25342,LOC_Os11g40030,Bradi4g13680,Pavagv31029063m,Zm00001d048837
SynPair20577,Sobic.005G187300,Seita.8G193100,Ot_Chr8_25344,LOC_Os11g40080,Bradi4g13710,Pavagv31029067m,Zm00001d048835
SynPair20579,Sobic.005G187500,Seita.8G193300,Ot_Chr8_25347,LOC_Os11g40100,Bradi4g13730,Pavagv31029069m,Zm00001d048833
SynPair20619,Sobic.005G191600,Seita.8G198800,Ot_Chr8_25356,LOC_Os11g40500,Bradi4g13337,Pavagv31029148m,Zm00001d048825
SynPair20620,Sobic.005G191700,Seita.8G198900,Ot_Chr8_25357,LOC_Os11g40510,Bradi4g13327,Pavagv31029147m,Zm00001d048824
SynPair20621,Sobic.005G191900,Seita.8G199100,Ot_Chr8_25358,LOC_Os11g40540,Bradi4g13310,Pavagv31029139m,Zm00001d048823
SynPair20622,Sobic.005G192000,Seita.8G199200,Ot_Chr8_25360,LOC_Os11g40550,Bradi4g13300,Pavagv31029136m,Zm00001d048822
SynPair20657,Sobic.005G195100,Seita.8G203700,Ot_Chr8_25383,LOC_Os11g41600,Bradi4g12600,Pavagv31029274m,Zm00001d048789
SynPair20658,Sobic.005G195200,Seita.8G203700,Ot_Chr8_25383,LOC_Os11g41600,Bradi4g12600,Pavagv31053938m,Zm00001d048789
SynPair20659,Sobic.005G195301,Seita.8G203800,Ot_Chr8_07713,LOC_Os11g41610,Bradi4g12610,Pavagv31053939m,Zm00001d048787
SynPair20660,Sobic.005G195400,Seita.8G203900,Ot_Chr8_25384,LOC_Os11g41640,Bradi4g12615,Pavagv31053940m,Zm00001d048786
SynPair20661,Sobic.005G195600,Seita.8G204000,Ot_Chr8_25385,LOC_Os11g41650,Bradi4g12620,Pavagv31029278m,Zm00001d048785
SynPair20664,Sobic.005G195800,Seita.8G204500,Ot_Chr8_25386,LOC_Os11g41820,Bradi4g12260,Pavagv31029282m,Zm00001d048777
SynPair20665,Sobic.005G195900,Seita.8G204600,Ot_Chr8_25388,LOC_Os11g41850,Bradi4g12250,Pavagv31029302m,Zm00001d048776
SynPair20666,Sobic.005G196000,Seita.8G204600,Ot_Chr8_n39055,LOC_Os11g41850,Bradi4g12250,Pavagv31029302m,Zm00001d048776
SynPair20667,Sobic.005G196100,Seita.8G205000,Ot_Chr8_n39055,LOC_Os11g41850,Bradi4g12250,Pavagv31029302m,Zm00001d048774
SynPair20668,Sobic.005G196200,Seita.8G205000,Ot_Chr8_n39055,LOC_Os11g41850,Bradi4g12250,Pavagv31029301m,Zm00001d048774
SynPair20669,Sobic.005G196300,Seita.8G205200,Ot_Chr8_25388,LOC_Os11g41870,Bradi4g12250,Pavagv31029288m,Zm00001d048771
SynPair20676,Sobic.005G196700,Seita.8G205600,Ot_Chr8_25388,LOC_Os11g41850,Bradi4g12250,Pavagv31029302m,Zm00001d048771
SynPair20677,Sobic.005G196800,Seita.8G206400,Ot_Chr8_25389,LOC_Os11g41875,Bradi4g12238,Pavagv31029320m,Zm00001d048770
SynPair20681,Sobic.005G197100,Seita.8G207900,Ot_Chr8_n39054,LOC_Os11g41900,Bradi4g12190,Pavagv31029323m,Zm00001d048766
SynPair20691,Sobic.005G198000,Seita.8G209400,Ot_Chr8_18039,LOC_Os11g41990,Bradi4g12060,Pavagv31029341m,Zm00001d048763
SynPair20695,Sobic.005G198300,Seita.8G210500,Ot_Chr8_18044,LOC_Os11g42170,Bradi4g11892,Pavagv31029345m,Zm00001d048760
SynPair20697,Sobic.005G198500,Seita.8G212900,Ot_Chr8_18045,LOC_Os11g42200,Bradi4g11780,Pavagv31029346m,Zm00001d048759
SynPair20706,Sobic.005G199200,Seita.8G213100,Ot_Chr8_18048,LOC_Os11g42420,Bradi4g11687,Pavagv31029355m,Zm00001d048741
SynPair20711,Sobic.005G199800,Seita.8G213700,Ot_Chr8_18052,LOC_Os11g42440,Bradi4g11660,Pavagv31029363m,Zm00001d048739
SynPair20714,Sobic.005G200300,Seita.8G214400,Ot_Chr8_18058,LOC_Os11g42510,Bradi4g11580,Pavagv31029369m,Zm00001d048736
SynPair20720,Sobic.005G201000,Seita.8G215400,Ot_Chr8_18064,LOC_Os11g42790,Bradi4g11500,Pavagv31029377m,Zm00001d048732
SynPair20721,Sobic.005G201100,Seita.8G215500,Ot_Chr8_18065,LOC_Os11g42800,Bradi4g11487,Pavagv31029379m,Zm00001d048731
SynPair20732,Sobic.005G202300,Seita.8G216000,Ot_Chr8_n39045,LOC_Os11g42960,Bradi4g11420,Pavagv31029396m,Zm00001d048728
SynPair20734,Sobic.005G202500,Seita.8G216200,Ot_Chr8_18073,LOC_Os11g43360,Bradi4g11400,Pavagv31029402m,Zm00001d048723
SynPair20735,Sobic.005G202600,Seita.8G217200,Ot_Chr8_18073,LOC_Os11g43200,Bradi4g11380,Pavagv31029404m,Zm00001d048726
SynPair20736,Sobic.005G202700,Seita.8G216200,Ot_Chr8_18073,LOC_Os11g43200,Bradi4g11400,Pavagv31029402m,Zm00001d048723
SynPair20739,Sobic.005G203000,Seita.8G216400,Ot_Chr8_18073,LOC_Os11g43360,Bradi4g11400,Pavagv31029401m,Zm00001d048723
SynPair20740,Sobic.005G203100,Seita.8G216600,Ot_Chr8_18073,LOC_Os11g43360,Bradi4g11400,Pavagv31029405m,Zm00001d048723
SynPair20741,Sobic.005G203150,Seita.8G216200,Ot_Chr8_18073,LOC_Os11g43360,Bradi4g11400,Pavagv31029403m,Zm00001d048723
SynPair20743,Sobic.005G203300,Seita.8G217200,Ot_Chr8_18073,LOC_Os11g43360,Bradi4g11400,Pavagv31029406m,Zm00001d048723
SynPair20749,Sobic.005G203800,Seita.8G219600,Ot_Chr8_18075,LOC_Os11g43510,Bradi4g11330,Pavagv31029411m,Zm00001d048721
SynPair20750,Sobic.005G203900,Seita.8G219800,Ot_Chr8_18076,LOC_Os11g43520,Bradi4g11320,Pavagv31029412m,Zm00001d048720
SynPair20751,Sobic.005G204000,Seita.8G219800,Ot_Chr8_n39251,LOC_Os11g43520,Bradi4g11320,Pavagv31029412m,Zm00001d048719
SynPair20752,Sobic.005G204100,Seita.8G220000,Ot_Chr8_n39046,LOC_Os11g43590,Bradi4g11310,Pavagv31029413m,Zm00001d048718
SynPair20753,Sobic.005G204200,Seita.8G220100,Ot_Chr8_18079,LOC_Os11g43600,Bradi4g11300,Pavagv31029417m,Zm00001d048717
SynPair20757,Sobic.005G204600,Seita.8G220800,Ot_Chr8_n39037,LOC_Os11g43740,Bradi4g11101,Pavagv31029428m,Zm00001d048697
SynPair20758,Sobic.005G204700,Seita.8G220900,Ot_Chr8_18084,LOC_Os11g43750,Bradi4g11087,Pavagv31029430m,Zm00001d048696
SynPair20774,Sobic.005G206500,Seita.8G222300,Ot_Chr8_18090,LOC_Os11g43860,Bradi4g11030,Pavagv31029436m,Zm00001d048692
SynPair20776,Sobic.005G206700,Seita.8G222600,Ot_Chr8_08592,LOC_Os11g43890,Bradi4g10930,Pavagv31029438m,Zm00001d048691
SynPair20784,Sobic.005G207500,Seita.8G223700,Ot_Chr8_08584,LOC_Os11g43970,Bradi4g10700,Pavagv31029470m,Zm00001d048689
SynPair20806,Sobic.005G209400,Seita.8G226600,Ot_Chr8_08576,LOC_Os11g44870,Bradi4g10290,Pavagv31056163m,Zm00001d048680
SynPair20808,Sobic.005G209600,Seita.8G227500,Ot_Chr8_08573,LOC_Os11g44880,Bradi4g10250,Pavagv31057781m,Zm00001d048673
SynPair20819,Sobic.005G210700,Seita.8G229600,Ot_Chr8_n39033,LOC_Os11g44930,Bradi4g10130,Pavagv31029568m,Zm00001d048670
SynPair20886,Sobic.005G217101,Seita.8G237600,Ot_Chr8_n39025,LOC_Os11g45720,Bradi4g09910,Pavagv31030012m,Zm00001d048648
SynPair20887,Sobic.005G217200,Seita.8G237700,Ot_Chr8_08542,LOC_Os11g45740,Bradi4g09900,Pavagv31030013m,Zm00001d048647
SynPair20962,Sobic.005G224700,Seita.8G244100,Ot_Chr8_08542,LOC_Os11g47460,Bradi4g09567,Pavagv31030251m,Zm00001d048623
SynPair20963,Sobic.005G224800,Seita.8G244100,Ot_Chr8_08517,LOC_Os11g47460,Bradi4g09490,Pavagv31030251m,Zm00001d048623
SynPair20982,Sobic.005G226500,Seita.8G248100,Ot_Chr8_08511,LOC_Os11g47670,Bradi4g09370,Pavagv31057629m,Zm00001d048618
SynPair20983,Sobic.005G226600,Seita.8G248200,Ot_Chr8_08510,LOC_Os11g47690,Bradi4g09365,Pavagv31057625m,Zm00001d048618
SynPair20984,Sobic.005G226700,Seita.8G248300,Ot_Chr8_08510,LOC_Os11g47690,Bradi4g09390,Pavagv31057626m,Zm00001d048617
SynPair20991,Sobic.005G227200,Seita.8G248300,Ot_Chr8_08510,LOC_Os11g47700,Bradi4g09365,Pavagv31057626m,Zm00001d048617
SynPair20992,Sobic.005G227300,Seita.8G248200,Ot_Chr8_08510,LOC_Os11g47700,Bradi4g09365,Pavagv31057626m,Zm00001d048617
SynPair20993,Sobic.005G227400,Seita.8G248300,Ot_Chr8_08510,LOC_Os11g47700,Bradi4g09365,Pavagv31057624m,Zm00001d048617
SynPair20999,Sobic.005G228000,Seita.8G248400,Ot_Chr8_n39019,LOC_Os11g47710,Bradi4g09340,Pavagv31057622m,Zm00001d048616
SynPair21000,Sobic.005G228100,Seita.8G248500,Ot_Chr8_08508,LOC_Os11g47730,Bradi4g09330,Pavagv31057621m,Zm00001d048615
SynPair21010,Sobic.005G229166,Seita.8G249900,Ot_Chr8_08505,LOC_Os11g47840,Bradi4g09210,Pavagv31030378m,Zm00001d048606
SynPair21013,Sobic.005G229400,Seita.8G250000,Ot_Chr8_26720,LOC_Os11g47870,Bradi4g09235,Pavagv31030396m,Zm00001d048603
SynPair21014,Sobic.005G229500,Seita.8G250000,Ot_Chr8_08504,LOC_Os11g47870,Bradi4g09235,Pavagv31030396m,Zm00001d048603
SynPair21018,Sobic.005G229900,Seita.8G250000,Ot_Chr8_26720,LOC_Os11g47870,Bradi4g09235,Pavagv31030388m,Zm00001d048603
SynPair21021,Sobic.005G230200,Seita.8G250000,Ot_Chr8_26720,LOC_Os11g47870,Bradi4g09252,Pavagv31030379m,Zm00001d048602
SynPair21032,Sobic.005G231300,Seita.8G251000,Ot_Chr8_26718,LOC_Os11g47944,Bradi4g09130,Pavagv31030400m,Zm00001d048595
SynPair21034,Sobic.005G231500,Seita.8G251200,Ot_Chr8_26716,LOC_Os11g47970,Bradi4g09125,Pavagv31030403m,Zm00001d048593
SynPair21035,Sobic.005G231600,Seita.8G251300,Ot_Chr8_n39016,LOC_Os11g47970,Bradi4g09120,Pavagv31030405m,Zm00001d048592
SynPair21045,Sobic.006G000400,Seita.7G002100,Ot_Chr6_23764,LOC_Os11g48040,Bradi4g09060,Pavagv31030446m,Zm00001d004561
SynPair21051,Sobic.006G001100,Seita.7G002900,Ot_Chr6_23770,LOC_Os04g01150,Bradi5g02447,Pavagv31030453m,Zm00001d004554
SynPair21052,Sobic.006G001200,Seita.7G003000,Ot_Chr6_23771,LOC_Os04g01160,Bradi5g02440,Pavagv31030456m,Zm00001d004553
SynPair21059,Sobic.006G002000,Seita.7G004100,Ot_Chr6_23773,LOC_Os04g01230,Bradi5g02400,Pavagv31030468m,Zm00001d004552
SynPair21060,Sobic.006G002100,Seita.7G004200,Ot_Chr6_23774,LOC_Os04g01230,Bradi5g02400,Pavagv31030469m,Zm00001d004552
SynPair21061,Sobic.006G002201,Seita.7G004400,Ot_Chr6_23775,LOC_Os04g01240,Bradi5g02390,Pavagv31030472m,Zm00001d004551
SynPair21065,Sobic.006G002600,Seita.7G005300,Ot_Chr6_23789,LOC_Os04g01280,Bradi5g02350,Pavagv31030480m,Zm00001d004545
SynPair21067,Sobic.006G002800,Seita.7G006100,Ot_Chr6_n37113,LOC_Os04g01480,Bradi5g02300,Pavagv31030481m,Zm00001d004541
SynPair21069,Sobic.006G003000,Seita.7G006300,Ot_Chr6_23794,LOC_Os04g01500,Bradi5g02280,Pavagv31030488m,Zm00001d004539
SynPair21133,Sobic.006G008600,Seita.7G011500,Ot_Chr6_23828,LOC_Os04g02000,Bradi5g01960,Pavagv31030561m,Zm00001d004517
SynPair21135,Sobic.006G008700,Seita.7G011800,Ot_Chr6_23829,LOC_Os04g02050,Bradi5g01950,Pavagv31030566m,Zm00001d004513
SynPair21142,Sobic.006G009400,Seita.7G012400,Ot_Chr6_23839,LOC_Os04g02500,Bradi5g01880,Pavagv31030599m,Zm00001d004498
SynPair21143,Sobic.006G009500,Seita.7G012600,Ot_Chr6_23840,LOC_Os04g02510,Bradi5g01872,Pavagv31030596m,Zm00001d004497
SynPair21147,Sobic.006G009900,Seita.7G013000,Ot_Chr6_23853,LOC_Os04g02650,Bradi5g01850,Pavagv31030591m,Zm00001d004495
SynPair21158,Sobic.006G011000,Seita.7G015000,Ot_Chr6_23869,LOC_Os04g02870,Bradi5g01430,Pavagv31030661m,Zm00001d004477
SynPair21161,Sobic.006G011300,Seita.7G015200,Ot_Chr6_23871,LOC_Os04g02910,Bradi5g01410,Pavagv31030658m,Zm00001d004472
SynPair21172,Sobic.006G012200,Seita.7G015800,Ot_Chr6_25620,LOC_Os04g03980,Bradi5g01327,Pavagv31030725m,Zm00001d004467
SynPair21174,Sobic.006G012400,Seita.7G016000,Ot_Chr6_25623,LOC_Os04g04010,Bradi5g01310,Pavagv31030751m,Zm00001d004469
SynPair21175,Sobic.006G012500,Seita.7G016400,Ot_Chr6_25624,LOC_Os04g04020,Bradi5g01280,Pavagv31030752m,Zm00001d004466
SynPair21176,Sobic.006G012700,Seita.7G016500,Ot_Chr6_25625,LOC_Os04g04030,Bradi5g01270,Pavagv31030753m,Zm00001d004465
SynPair21178,Sobic.006G012900,Seita.7G016700,Ot_Chr6_n36680,LOC_Os04g04254,Bradi5g01230,Pavagv31030754m,Zm00001d004463
SynPair21180,Sobic.006G013100,Seita.7G016900,Ot_Chr6_25629,LOC_Os04g04320,Bradi5g01220,Pavagv31030762m,Zm00001d004460
SynPair21186,Sobic.006G013800,Seita.7G017700,Ot_Chr6_25640,LOC_Os04g05010,Bradi5g01180,Pavagv31030802m,Zm00001d004452
SynPair21192,Sobic.006G014400,Seita.7G017900,Ot_Chr6_n36724,LOC_Os04g05050,Bradi5g01135,Pavagv31030829m,Zm00001d004448
SynPair21193,Sobic.006G014500,Seita.7G018000,Ot_Chr6_25643,LOC_Os04g05070,Bradi5g01120,Pavagv31030833m,Zm00001d004446
SynPair21206,Sobic.006G015600,Seita.7G018900,Ot_Chr6_25655,LOC_Os04g08060,Bradi5g00530,Pavagv31030850m,Zm00001d004439
SynPair21215,Sobic.006G016600,Seita.7G020400,Ot_Chr6_25672,LOC_Os04g08340,Bradi5g00590,Pavagv31030881m,Zm00001d004414
SynPair21217,Sobic.006G016800,Seita.7G020400,Ot_Chr6_25672,LOC_Os04g08340,Bradi5g00590,Pavagv31030881m,Zm00001d004414
SynPair21218,Sobic.006G016900,Seita.7G020900,Ot_Chr6_25674,LOC_Os04g08350,Bradi5g00610,Pavagv31030890m,Zm00001d004413
SynPair21241,Sobic.006G018800,Seita.7G022300,Ot_Chr6_24288,LOC_Os04g08740,Bradi5g00700,Pavagv31030943m,Zm00001d004372
SynPair21242,Sobic.006G018900,Seita.7G022400,Ot_Chr6_24289,LOC_Os04g08764,Bradi5g00710,Pavagv31031281m,Zm00001d004375
SynPair21266,Sobic.006G021400,Seita.7G024700,Ot_Chr6_24311,LOC_Os04g13480,Bradi5g03720,Pavagv31031258m,Zm00001d004390
SynPair21267,Sobic.006G021500,Seita.7G024700,Ot_Chr6_24311,LOC_Os04g13480,Bradi5g03720,Pavagv31031258m,Zm00001d004390
SynPair21269,Sobic.006G021700,Seita.7G040600,Ot_Chr6_24314,LOC_Os04g13470,Bradi5g03600,Pavagv31031256m,Zm00001d004396
SynPair21271,Sobic.006G021900,Seita.7G040200,Ot_Chr6_24319,LOC_Os04g13220,Bradi5g03460,Pavagv31031248m,Zm00001d004361
SynPair21273,Sobic.006G022200,Seita.7G039700,Ot_Chr6_n37145,LOC_Os04g13210,Bradi5g03460,Pavagv31031246m,Zm00001d004361
SynPair21278,Sobic.006G022800,Seita.7G038600,Ot_Chr6_n37165,LOC_Os04g13140,Bradi5g03338,Pavagv31050792m,Zm00001d004371
SynPair21280,Sobic.006G023000,Seita.7G038500,Ot_Chr6_n37165,LOC_Os04g13090,Bradi5g03361,Pavagv31050793m,Zm00001d004355
SynPair21281,Sobic.006G023100,Seita.7G038500,Ot_Chr6_n37165,LOC_Os04g13090,Bradi5g03361,Pavagv31050793m,Zm00001d004355
SynPair21282,Sobic.006G023200,Seita.7G038500,Ot_Chr6_n37165,LOC_Os04g13090,Bradi5g03361,Pavagv31050793m,Zm00001d004355
SynPair21283,Sobic.006G023300,Seita.7G038500,Ot_Chr6_n37165,LOC_Os04g13090,Bradi5g03361,Pavagv31050793m,Zm00001d004355
SynPair21284,Sobic.006G023400,Seita.7G038500,Ot_Chr6_n37165,LOC_Os04g13090,Bradi5g03338,Pavagv31050793m,Zm00001d004355
SynPair21285,Sobic.006G023900,Seita.7G038500,Ot_Chr6_n37165,LOC_Os04g13090,Bradi5g03338,Pavagv31050793m,Zm00001d004355
SynPair21286,Sobic.006G024000,Seita.7G038000,Ot_Chr6_24343,LOC_Os04g12970,Bradi5g03300,Pavagv31050806m,Zm00001d004366
SynPair21292,Sobic.006G024600,Seita.7G037100,Ot_Chr6_n37160,LOC_Os04g12499,Bradi5g02920,Pavagv31030977m,Zm00001d004340
SynPair21293,Sobic.006G024700,Seita.7G037000,Ot_Chr6_28367,LOC_Os04g12480,Bradi5g02912,Pavagv31030979m,Zm00001d004339
SynPair21316,Sobic.006G026700,Seita.7G033400,Ot_Chr6_24334,LOC_Os04g11030,Bradi5g02800,Pavagv31031013m,Zm00001d004309
SynPair21317,Sobic.006G026800,Seita.7G033100,Ot_Chr6_n37182,LOC_Os04g10800,Bradi5g02770,Pavagv31031041m,Zm00001d004305
SynPair21318,Sobic.006G026900,Seita.7G033300,Ot_Chr6_n37182,LOC_Os04g10800,Bradi5g02750,Pavagv31031051m,Zm00001d004305
SynPair21321,Sobic.006G027200,Seita.7G032800,Ot_Chr6_27671,LOC_Os04g10680,Bradi5g01020,Pavagv31031058m,Zm00001d004300
SynPair21479,Sobic.006G041100,Seita.7G063800,Ot_Chr6_08849,LOC_Os04g30430,Bradi5g07090,Pavagv31031554m,Zm00001d004070
SynPair21485,Sobic.006G041800,Seita.7G064800,Ot_Chr6_08848,LOC_Os04g30740,Bradi5g07180,Pavagv31031567m,Zm00001d004051
SynPair21490,Sobic.006G042200,Seita.7G064100,Ot_Chr6_n36689,LOC_Os04g30490,Bradi5g07160,Pavagv31031564m,Zm00001d004055
SynPair21517,Sobic.006G045000,Seita.7G072000,Ot_Chr6_08810,LOC_Os04g31630,Bradi5g07855,Pavagv31031719m,Zm00001d003981
SynPair21533,Sobic.006G046600,Seita.7G071400,Ot_Chr6_08813,LOC_Os04g31400,Bradi5g07797,Pavagv31031705m,Zm00001d003996
SynPair21535,Sobic.006G046900,Seita.7G071000,Ot_Chr6_08817,LOC_Os04g31350,Bradi5g07780,Pavagv31031700m,Zm00001d003999
SynPair21536,Sobic.006G047000,Seita.7G070300,Ot_Chr6_08820,LOC_Os04g31340,Bradi5g07750,Pavagv31031698m,Zm00001d004006
SynPair21538,Sobic.006G047200,Seita.7G070000,Ot_Chr6_08823,LOC_Os04g31290,Bradi5g07720,Pavagv31031692m,Zm00001d004007
SynPair21545,Sobic.006G047900,Seita.7G068900,Ot_Chr6_n36702,LOC_Os04g31190,Bradi5g07690,Pavagv31031675m,Zm00001d004012
SynPair21550,Sobic.006G048400,Seita.7G067700,Ot_Chr6_08829,LOC_Os04g31110,Bradi5g07430,Pavagv31031661m,Zm00001d004015
SynPair21553,Sobic.006G048700,Seita.7G067400,Ot_Chr6_08830,LOC_Os04g31070,Bradi5g07410,Pavagv31031653m,Zm00001d004019
